a,TSNE_1,TSNE_2,X
X1.57,-5.85344347048719,4.9322466577841, cell(Pancreas)
X2.57,-5.87222045586233,4.95654572691759, cell(Pancreas)
X0.48,-5.86540646748034,4.73804806815308,Invasive spongiotrophoblast(Placenta)
X3.57,-5.82934175152351,4.64682399686396, cell(Pancreas)
X4.57,-5.96254768621141,4.91932863555819, cell(Pancreas)
X5.57,-5.8136186610636,4.84078471885495, cell(Pancreas)
X7.57,-5.9425615352908,4.82089578756011, cell(Pancreas)
X9.57,-5.83899841807265,4.70343328534329, cell(Pancreas)
X10.57,-5.59756641879917,5.42620774129202, cell(Pancreas)
X11.57,-5.93872771815315,4.83920627240172, cell(Pancreas)
X14.57,-5.88174498200576,4.94686874524171, cell(Pancreas)
X16.57,-5.87003899519737,4.71771335586864, cell(Pancreas)
X17.57,-5.88238617265912,4.66468282680277, cell(Pancreas)
X23.57,-5.8170072446777,4.84382259871656, cell(Pancreas)
X24.57,-5.86825988726747,4.69714223362375, cell(Pancreas)
X25.57,-5.75141941308175,5.00385430409672, cell(Pancreas)
X27.57,-5.8591178610427,5.02439383144024, cell(Pancreas)
X28.57,-5.85774464756014,4.96514580551058, cell(Pancreas)
X30.57,-5.65114814531398,5.2779288039011, cell(Pancreas)
X33.57,-5.8259995776859,4.68710763570572, cell(Pancreas)
X34.57,-5.93830928945952,4.94173221686846, cell(Pancreas)
X36.57,-5.7728581338607,5.0711075493668, cell(Pancreas)
X38.57,-5.81742857299835,4.869754870958, cell(Pancreas)
X44.57,-5.87485574382008,4.65311404711505, cell(Pancreas)
X45.57,-5.73955523022244,5.1706646348582, cell(Pancreas)
X46.57,-5.87171600798008,4.70779889942902, cell(Pancreas)
X47.57,-5.77127906736412,5.14559509218572, cell(Pancreas)
X49.57,-5.89308064748119,4.98271611576411, cell(Pancreas)
X0.8,1.49613830274814,7.53549422913799,Muscle cell_Mgp high(Uterus)
X4.58,0.661778481001586,7.55712901125083,Stromal cell_Smoc2 high(Pancreas)
X0.15,-0.426069401885338,7.74490746959912,T cell_Ms4a4b high(Thymus)
X0.18,0.625269028092832,7.46432782025247,Spermatocyte_Calm2 high(Testis)
X0.19,-0.24848361647796,7.65866944933954,Spermatocyte_Slc2a3 high(Testis)
X0.41,0.428679435694694,7.35822789355913,Prostate gland cell(Prostate)
X12.58,2.08273505342833,7.47864186043197,Stromal cell_Smoc2 high(Pancreas)
X28.58,1.85460075728047,6.71740717756462,Stromal cell_Smoc2 high(Pancreas)
X29.58,1.8626246575736,6.74913719878909,Stromal cell_Smoc2 high(Pancreas)
X30.58,1.92593579105935,7.53347604248756,Stromal cell_Smoc2 high(Pancreas)
X39.58,1.77596670803246,7.7448463381299,Stromal cell_Smoc2 high(Pancreas)
X0.32,2.02771707808853,7.91677764234707,Parietal cell (Stomach)
X44.58,1.53971377603175,7.49681922913544,Stromal cell_Smoc2 high(Pancreas)
X45.58,1.98788865855358,7.96409785508204,Stromal cell_Smoc2 high(Pancreas)
X47.58,1.75603298923404,6.69725110156911,Stromal cell_Smoc2 high(Pancreas)
X3.59,1.71209447304075,6.61568031235929,Ductal cell(Pancreas)
X6.59,1.72051424014286,6.62028407343536,Ductal cell(Pancreas)
X19.59,-3.76651528245453,5.4423569744034,Ductal cell(Pancreas)
X31.59,1.75676416371284,6.68668425213042,Ductal cell(Pancreas)
X33.59,1.95785138625834,7.39346416649757,Ductal cell(Pancreas)
X39.60,1.82099980234619,6.70309716846621,Macrophage(Pancreas)
X4.61,2.1596390577368,7.94435832156137,Stromal cell_Fn1 high(Pancreas)
X5.61,2.43397257451825,7.8610561991535,Stromal cell_Fn1 high(Pancreas)
X10.61,2.06186457002959,7.94254573105037,Stromal cell_Fn1 high(Pancreas)
X17.61,2.1320120003511,7.92292295143817,Stromal cell_Fn1 high(Pancreas)
X21.61,2.03346319416992,7.70940995905576,Stromal cell_Fn1 high(Pancreas)
X23.61,1.83377015744822,6.74657147340505,Stromal cell_Fn1 high(Pancreas)
X25.61,1.84979326538276,7.73743640324014,Stromal cell_Fn1 high(Pancreas)
X29.61,1.99764812741066,7.7873129038689,Stromal cell_Fn1 high(Pancreas)
X39.61,1.9914282236604,7.79464980798621,Stromal cell_Fn1 high(Pancreas)
X9.68,-0.979469496353857,-6.86864057950237,Ovarian vascular surface endothelium cell(Ovary)
X40.93,-8.66313515936915,-11.7681815452348,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)
X0.13,8.04047696908086,0.111790053689589,B cell(Thymus)
X28.96,8.08736524179038,0.137519800212772,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)
X25.97,8.04546427582167,0.140559256176635,Dividng cell(Neonatal-Calvaria)
X13.118,2.40966501822539,7.80705210800964,Stromal cell_Col3a1 high(Mammary-Gland-Virgin)
X12.119,2.54934627934833,8.03327206049167,Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X16.121,-1.14618238944978,-6.86910064098483,Macrophage_Lyz1 high(Mammary-Gland-Virgin)
X7.123,2.07732909954037,7.5683174427371,Stromal cell(Mammary-Gland-Pregrancy)
X9.123,2.36951897740616,7.88688182376099,Stromal cell(Mammary-Gland-Pregrancy)
X16.123,2.0777137292106,7.92459131138375,Stromal cell(Mammary-Gland-Pregrancy)
X33.123,2.12603444437344,7.79746263572747,Stromal cell(Mammary-Gland-Pregrancy)
X34.123,2.27741143680911,7.64875448470621,Stromal cell(Mammary-Gland-Pregrancy)
X41.123,2.05209320083424,7.87566621266653,Stromal cell(Mammary-Gland-Pregrancy)
X49.123,2.51974592781758,7.80241529367232,Stromal cell(Mammary-Gland-Pregrancy)
X0.34,-1.9562824266207,8.4362222465982,Marginal zone B cell(Spleen)
X31.136,-2.11355626063415,8.40041168889727,AT2 Cell(Lung)
X49.136,-2.16941286310027,8.39807353246359,AT2 Cell(Lung)
X37.137,-1.08642024389122,-6.811456550192,Alveolar macrophage_Ear2 high(Lung)
X0.140,-0.842996949491613,-6.9333385917409,Kuppfer cell(Liver)
X43.139,-0.819892170902446,-6.95583826659817,Kuppfer cell(Liver)
X3.141,-0.90525966129117,-6.94235677331897,Endothelial cell(Liver)
X2.142,-8.62167687049158,-11.9718921861271,Thick ascending limb of the loop of Henle(Kidney)
X49.142,-8.63664666631313,-11.9489773086476,Thick ascending limb of the loop of Henle(Kidney)
X15.146,-8.62925852798526,-11.8729395382179,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
X18.146,-8.86463462155618,-11.9238163838209,Intercalated cells of collecting duct_Slc26a4 high(Kidney)
X20.147,-8.8265478775363,-11.9543636771851,Intercalated cells of collecting duct_Aqp6 high(Kidney)
X32.147,-8.83388710698877,-11.8928384410838,Intercalated cells of collecting duct_Aqp6 high(Kidney)
X42.147,-8.70237458392662,-11.9251494154364,Intercalated cells of collecting duct_Aqp6 high(Kidney)
X31.148,-8.65799132428805,-11.9503179198541,Distal convoluted tubule_Pvalb high(Kidney)
X33.148,-8.57086857235228,-12.1283907358596,Distal convoluted tubule_Pvalb high(Kidney)
X38.148,-8.57445808959345,-12.0095705773492,Distal convoluted tubule_Pvalb high(Kidney)
X31.164,0.868527636740194,3.77271812764148,Enterocyte progenitor_late_Ube2c high(Fetal_Intestine)
X25.165,0.637194934337318,4.19361007210722,Neuronal cell_Fabp7 high(Fetal_Intestine)
X10.170,0.847702461724733,4.06474737716086,Enterocyte progenitor(Fetal_Intestine)
X13.170,0.795205667918048,3.98878341771739,Enterocyte progenitor(Fetal_Intestine)
X21.170,0.741787156153794,4.19063522602905,Enterocyte progenitor(Fetal_Intestine)
X38.171,0.658484167815765,4.10525747939668,Stromal cell_Stmn2 high (Fetal_Intestine)
X0.173,-0.643783210914964,7.46120685998629,Pyramidal neuron cell(Fetal_Brain)
X0.52,-0.682075742105954,7.60322729660644,T cell_Trbc2 high(Peripheral_Blood)
X0.57,-0.493421176805647,7.55984503970632,Endothelial cell_Fabp4 high(Pancreas)
X8.172,-0.282137364042293,7.44203447439569,Pyramidal neuron cell(Fetal_Brain)
X0.99,-0.321750468945089,7.28249847730776,Osteoblast (Neonatal-Calvaria)
X10.172,-0.325131693997853,7.21804023858943,Pyramidal neuron cell(Fetal_Brain)
X15.172,0.518697561496143,4.85511492591606,Pyramidal neuron cell(Fetal_Brain)
X0.1,-0.688549507952406,7.84271087883697,Stromal cell_Ccl11 high(Uterus)
X33.172,-0.562101042878445,7.6601307087356,Pyramidal neuron cell(Fetal_Brain)
X38.172,-0.260731874867496,7.2444960740763,Pyramidal neuron cell(Fetal_Brain)
X34.173,0.646986794593189,4.33060050548155,Radial glia_Fabp7 high(Fetal_Brain)
X36.173,0.654389390979232,4.35877168854307,Radial glia_Fabp7 high(Fetal_Brain)
X43.173,0.574214799982524,4.45783592887229,Radial glia_Fabp7 high(Fetal_Brain)
X3.174,-0.749297802746483,7.98138016378456,Granule neurons(Fetal_Brain)
X0.67,-1.16261723071954,8.3518527259429,Granulosa cell_Inhba high(Ovary)
X6.174,-0.425547767267069,7.499622640674,Granule neurons(Fetal_Brain)
X7.174,-0.460024983112722,7.48110075469947,Granule neurons(Fetal_Brain)
X9.174,-0.260981934412514,7.12047874510626,Granule neurons(Fetal_Brain)
X10.174,-0.301422621494725,7.19496589083513,Granule neurons(Fetal_Brain)
X28.174,-0.553935436542548,7.54222573009865,Granule neurons(Fetal_Brain)
X32.174,-0.675472375418399,7.76622978167877,Granule neurons(Fetal_Brain)
X37.174,-0.743473623098088,7.62555311873074,Granule neurons(Fetal_Brain)
X45.174,-0.244129797264702,7.23381911063207,Granule neurons(Fetal_Brain)
X48.174,-0.532516286530305,7.77110076409173,Granule neurons(Fetal_Brain)
X0.71,-1.1906375528187,9.23378460594249,Small luteal cell(Ovary)
X1.175,-0.271363414001473,7.61152989034666,Postmitotic neurons_Lhx9 high(Fetal_Brain)
X4.175,-0.426665801754432,7.40076794679542,Postmitotic neurons_Lhx9 high(Fetal_Brain)
X11.175,-0.702171704042494,7.42735916533035,Postmitotic neurons_Lhx9 high(Fetal_Brain)
X24.175,-0.56505107287018,7.2408222778932,Postmitotic neurons_Lhx9 high(Fetal_Brain)
X26.175,-0.324163107445449,7.23489651659435,Postmitotic neurons_Lhx9 high(Fetal_Brain)
X16.176,0.633485475122591,4.3523403813074,Neuron_tuba1c high(Fetal_Brain)
X43.176,0.596800018954887,4.34151309056722,Neuron_tuba1c high(Fetal_Brain)
X8.177,-0.568648724363287,7.63401812173587,Schwann cell(Fetal_Brain)
X9.177,-0.755725230689779,7.7104147497933,Schwann cell(Fetal_Brain)
X12.177,-0.466303342722012,7.56038664384514,Schwann cell(Fetal_Brain)
X13.177,-0.0622765611903268,6.52655982458522,Schwann cell(Fetal_Brain)
X16.177,-0.353478098129152,7.58971287150583,Schwann cell(Fetal_Brain)
X19.177,-0.701989347740401,7.75434055803931,Schwann cell(Fetal_Brain)
X24.177,-0.295944390995532,7.65082212929772,Schwann cell(Fetal_Brain)
X30.177,-0.26848140697072,7.16638871676649,Schwann cell(Fetal_Brain)
X32.177,-0.650856251972774,7.69554273033201,Schwann cell(Fetal_Brain)
X39.177,-0.458800837409912,7.66358700926322,Schwann cell(Fetal_Brain)
X44.177,-0.529409709386184,7.68836866973568,Schwann cell(Fetal_Brain)
X44.183,0.666083534558846,4.1502400184275,Stromal Cell_Cxcl14 high(Embryonic-Mesenchyme)
X5.184,-1.99722865537841,8.36133053741568,Stromal cell_Cxcl12 high(Embryonic-Mesenchyme)
X0.22,-1.23821337542638,9.28793060919388,Spermatids_Cst13 high(Testis)
X0.187,-1.28573046043865,9.15362106620587,Myelinating oligodendrocyte(Brain)
X0.29,-1.26021051360716,9.49257641023624,Antral mucous cell (Stomach)
X0.30,-1.27356956304799,9.4636820702319,Stomach cell_Muc5ac high(Stomach)
X0.35,-1.48813599672626,9.102480155288,Epithelium of small intestinal villi_Fabp1 high(Small-Intestine)
X0.86,-1.38551722149525,9.10530521239062,Cartilage cell_Ppa1 high(Neonatal-Rib)
X0.96,-1.39165618303247,9.4620829678943,Stromal cell_Fmod high(Neonatal-Heart)
X0.7,-1.19947567537984,9.56461007196843,NK cell(Uterus)
X1.186,-1.1275584880433,9.39785778385245,Myelinating oligodendrocyte(Brain)
X0.76,-1.41206965994523,9.64141609203441,Adipocyte(Neonatal-Skin)
X0.17,-1.60236435467266,9.46529624885192,Spermatocyte_1700001F09Rik high(Testis)
X2.186,-1.70564661805625,9.55376765908965,Myelinating oligodendrocyte(Brain)
X0.39,-1.53825089471474,9.54502175108615,Columnar epithelium(Small-Intestine)
X3.186,-1.54935849082299,8.54528176500227,Myelinating oligodendrocyte(Brain)
X0.88,-1.38801966170768,8.50604602378792,Epithelial cell(Neonatal-Muscle)
X4.186,-1.43166379442195,8.99571190766204,Myelinating oligodendrocyte(Brain)
X5.186,-1.36263249493177,8.74412247143579,Myelinating oligodendrocyte(Brain)
X6.186,-1.69398932678019,8.65524882272501,Myelinating oligodendrocyte(Brain)
X7.186,-1.43869885146889,8.50395082376994,Myelinating oligodendrocyte(Brain)
X8.186,-2.00229648410036,8.47805338215055,Myelinating oligodendrocyte(Brain)
X9.186,-1.59261825641953,9.2026471994704,Myelinating oligodendrocyte(Brain)
X10.186,-1.44040515361569,9.31811161316566,Myelinating oligodendrocyte(Brain)
X0.87,-1.33931816879094,9.67970098532565,Stromal cell_Tnmd high(Neonatal-Rib)
X11.186,-1.26850517379045,8.42599968914885,Myelinating oligodendrocyte(Brain)
X12.186,-1.42021237020163,9.35590508446715,Myelinating oligodendrocyte(Brain)
X13.186,-1.48622925599176,9.47255785919787,Myelinating oligodendrocyte(Brain)
X14.186,-1.96368121232965,8.52695374823529,Myelinating oligodendrocyte(Brain)
X15.186,-1.36166793967099,9.47991594323984,Myelinating oligodendrocyte(Brain)
X16.186,-1.96589523001314,8.5022713685388,Myelinating oligodendrocyte(Brain)
X17.186,-1.5171059519224,9.48169379487057,Myelinating oligodendrocyte(Brain)
X18.186,-1.21790793401435,9.64400978883433,Myelinating oligodendrocyte(Brain)
X19.186,-1.16092916263562,8.7274766864225,Myelinating oligodendrocyte(Brain)
X21.186,-1.26791507695267,9.59741166430183,Myelinating oligodendrocyte(Brain)
X22.186,-1.40967667779756,9.39444398212271,Myelinating oligodendrocyte(Brain)
X23.186,-1.43419731740513,9.66802836512735,Myelinating oligodendrocyte(Brain)
X24.186,-1.46970203164441,9.57794733718346,Myelinating oligodendrocyte(Brain)
X25.186,-1.5389939574849,9.80137753587506,Myelinating oligodendrocyte(Brain)
X26.186,-1.70570172854861,9.37882058683293,Myelinating oligodendrocyte(Brain)
X27.186,-1.61658337829029,8.38824003197535,Myelinating oligodendrocyte(Brain)
X28.186,-1.3891692523128,8.54646210500158,Myelinating oligodendrocyte(Brain)
X30.186,-1.04511299334647,8.24471939398188,Myelinating oligodendrocyte(Brain)
X31.186,-1.13681090306643,8.37596125121583,Myelinating oligodendrocyte(Brain)
X32.186,-1.70950961413601,9.34917365901789,Myelinating oligodendrocyte(Brain)
X33.186,-1.48345051926915,8.79541851962178,Myelinating oligodendrocyte(Brain)
X36.186,-1.38681451422198,9.40227105091094,Myelinating oligodendrocyte(Brain)
X37.186,-1.20513774653272,8.76659700251317,Myelinating oligodendrocyte(Brain)
X38.186,-2.02338384300825,8.44097000112448,Myelinating oligodendrocyte(Brain)
X39.186,-1.25898389130833,8.80464498882383,Myelinating oligodendrocyte(Brain)
X40.186,-1.29854634658572,8.42784908539656,Myelinating oligodendrocyte(Brain)
X41.186,-1.98932326187608,8.48555956840363,Myelinating oligodendrocyte(Brain)
X42.186,-1.98558421334664,8.49976836575727,Myelinating oligodendrocyte(Brain)
X44.186,-1.94638586723203,8.48293770859017,Myelinating oligodendrocyte(Brain)
X46.186,-1.28062380042787,9.58216682462675,Myelinating oligodendrocyte(Brain)
X47.186,-1.34038560551034,9.35034645638699,Myelinating oligodendrocyte(Brain)
X48.186,-2.01061144090282,8.45591216222347,Myelinating oligodendrocyte(Brain)
X49.186,-2.03951538920679,8.48950152205913,Myelinating oligodendrocyte(Brain)
X17.196,2.05110762188834,7.96255091446972,Stromal cell_Dpt high(Bladder)
X23.196,2.08605744634919,7.96176965281378,Stromal cell_Dpt high(Bladder)
X34.196,2.07607079069008,7.94261437076438,Stromal cell_Dpt high(Bladder)
X43.196,2.14335165567249,7.87451810394239,Stromal cell_Dpt high(Bladder)
X3.200,-5.53700398364755,5.48637646993236,Smooth muscle cell(Bladder)
X34.200,-5.52301639235215,5.50113919468662,Smooth muscle cell(Bladder)
X48.200,-5.53616239098793,5.74650491230819,Smooth muscle cell(Bladder)
X47.201,-8.75993278110164,-11.8643760760406,Urothelium(Bladder)
X0.21,6.26442659297481,5.63209608957589,Spermatocyte_Mesp1 high(Testis)
X0.54,-2.04912189791285,-6.11747358841044,Macrophage_S100a4 high(Peripheral_Blood)
X0.59,1.66838067229003,7.47316777638524,Stromal cell_Smoc2 high(Pancreas)
X0.47,2.04652452532001,0.0287110599272286,PE lineage cell_S100g high(Placenta)
X0.55,5.83769540542923,-5.70835546640486,Neutrophil_Camp high(Peripheral_Blood)
X0.4,2.04658145233522,6.78606741579046,Stromal cell_Has1 high(Uterus)
X0.6,-1.53051045200253,-4.44825065060344,Macrophage(Uterus)
X0.5,-1.80257996167092,-7.33698116853807,Glandular epithelium_Sprr2f high(Uterus)
X0.60,1.49854091631042,7.00777432761542,Ductal cell(Pancreas)
X0.83,8.94840851418903,0.810746343432422,Cartilage cell_Col2a1 high(Neonatal-Rib)
X0.63,-5.50431571114243,7.75186676998898,Stroma cell (Ovary)
X0.65,-6.23470817996409,8.06596206854357,Cumulus cell_Ube2c high(Ovary)
X0.24,-6.39896376917773,4.39695048945753,Spermatogonia_1700001P01Rik high(Testis)
X0.9,2.13111357893797,5.76212864579909,Stromal cell_Cxcl14 high(Uterus)
X0.37,0.820518687943552,-10.8865190155898,T cell_Ccl5 high(Small-Intestine)
X0.95,-8.85960147486969,5.94140550466832,Vascular endothelial cell(Neonatal-Heart)
X0.98,7.93153209727936,0.893350632786839,Dividng cell(Neonatal-Calvaria)
X0.10,1.81480067531446,-0.106100793725643,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X0.80,-1.63744533142664,3.94248833416524,Stromal cell_Acta1 high(Neonatal-Rib)
X0.11,1.66008910049385,-0.159190112550964,TS_Rps28_high(Trophoblast-Stem-Cell)
X0.73,-6.48267756301285,9.30877475783467,Thecal cell(Ovary)
X0.12,-1.14069290276254,-4.86988558562071,MEF(Trophoblast-Stem-Cell)
X0.20,-2.49084461516342,2.42515045489543,Spermatids_Tnp1 high(Testis)
X0.84,1.6926201999462,-2.66492597405431,Erythroblast_Hba-a1 high(Neonatal-Rib)
X0.97,7.61633271862095,0.466270438365806,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)
X0.49,2.30360922529612,-0.0256690632959811,Spongiotrophoblast_Phlda2 high(Placenta)
X0.53,1.85000550856084,-5.66863118180001,Monocyte_F13a1 high(Peripheral_Blood)
X0.78,-1.08968450468734,4.96891827975276,Stromal cell_Gas6 high(Neonatal-Skin)
X0.25,4.93367150102591,10.7913897269071,Dividing cell(Stomach)
X0.45,-1.06771298826426,7.93130481880854,PE lineage cell_Gkn2 high(Placenta)
X0.81,8.46623604221639,1.01940554339407,Cartilage cell_Cxcl14 high(Neonatal-Rib)
X0.36,-4.32064178311296,3.66404129179689,Epithelial cell_Kcne3 high(Small-Intestine)
X0.90,-1.41584364716668,4.25128904197119,Stromal cell_Ndn high(Neonatal-Muscle)
X0.64,-6.9081272292988,9.76905258126131,luteal cells(Ovary)
X0.43,-0.362604625153643,4.11150477291703,Stromal cell(Placenta)
X0.40,-4.24209456718819,5.49970198906972,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine)
X0.44,2.62862629841484,-0.0493590972980876,Progenitor trophoblast_Gjb3 high(Placenta)
X0.26,6.45049776859003,11.23451517407,Stomach cell_Gkn2 high(Stomach)
X0.28,6.36045328499976,11.3885158527911,Pit cell_Ifrd1 high(Stomach)
X0.51,1.76007270825676,-6.55821438460186,B cell_Vpreb3 high(Peripheral_Blood)
X0.33,-0.502680209006906,-10.1868414811711,T cell(Spleen)
X0.31,5.70440946052399,11.3995014944633,Stomach cell_Mt2 high(Stomach)
X0.70,-6.31789873937066,8.10692962759604,Granulosa cell_Kctd14 high(Ovary)
X0.46,3.76085035820249,-0.112286361642959,Spiral artery trophoblast giant cells(Placenta)
X0.38,1.02373315779253,-11.1736498251432,T cell_Cd7 high(Small-Intestine)
X0.77,10.5839692305061,5.90991458893819,Brown adipose tissue_Cidea high(Neonatal-Skin)
X0.91,2.83535368087038,3.78629433382293,Muscle cell_Myl9 high(Neonatal-Muscle)
