Dim1	Dim2	Dataset		
X22	23.54344799	1.005145053	rna	Stromal cell_Ccl11 high(Uterus)
X23	-1.992916324	1.867403607	rna	Stromal cell_Ccl11 high(Uterus)
X24	7.307953856	14.95576892	rna	Stromal cell_Ccl11 high(Uterus)
X25	8.255924724	14.90906558	rna	Stromal cell_Ccl11 high(Uterus)
X26	2.956634782	-2.246134897	rna	Stromal cell_Ccl11 high(Uterus)
X27	23.16492131	1.035320143	rna	Stromal cell_Ccl11 high(Uterus)
X28	-7.41290138	17.12334667	rna	Stromal cell_Ccl11 high(Uterus)
X29	-7.613872506	-6.641866823	rna	Stromal cell_Ccl11 high(Uterus)
X30	-7.367378213	17.17471538	rna	Stromal cell_Ccl11 high(Uterus)
X31	-14.59043644	-7.989902158	rna	Stromal cell_Ccl11 high(Uterus)
X32	-5.743001439	18.60542522	rna	Stromal cell_Ccl11 high(Uterus)
X33	23.26719715	0.893145899	rna	Stromal cell_Ccl11 high(Uterus)
X34	22.69652035	1.294935565	rna	Stromal cell_Ccl11 high(Uterus)
X35	6.318055175	15.18750129	rna	Stromal cell_Ccl11 high(Uterus)
X36	10.32797577	13.79910312	rna	Stromal cell_Ccl11 high(Uterus)
X37	23.03851177	0.840399484	rna	Stromal cell_Ccl11 high(Uterus)
X38	7.327880881	0.351044874	rna	Stromal cell_Ccl11 high(Uterus)
X39	11.48928883	12.84970413	rna	Stromal cell_Ccl11 high(Uterus)
X40	23.30038311	0.847995858	rna	Stromal cell_Ccl11 high(Uterus)
X41	-7.417939164	17.11709819	rna	Stromal cell_Ccl11 high(Uterus)
X42	-6.938884236	17.60468708	rna	Stromal cell_Ccl11 high(Uterus)
X43	-5.72546766	18.85543094	rna	Stromal cell_Ccl11 high(Uterus)
X44	23.41525128	1.14249454	rna	Stromal cell_Ccl11 high(Uterus)
X45	-7.727376439	16.59645305	rna	Stromal cell_Ccl11 high(Uterus)
X46	8.738268397	14.78686462	rna	Stromal cell_Ccl11 high(Uterus)
X47	-4.917013623	18.61652027	rna	Stromal cell_Ccl11 high(Uterus)
X48	8.240553401	1.169109802	rna	Stromal cell_Ccl11 high(Uterus)
X49	7.053725741	14.98862968	rna	Stromal cell_Ccl11 high(Uterus)
X0.2	1.826305173	-2.039648433	rna	Endothelial cell_Tm4sf1 high(Uterus)
X1.1	-13.08776901	-8.002168794	rna	Endothelial cell_Tm4sf1 high(Uterus)
X2.1	-0.500795022	-3.139953275	rna	Endothelial cell_Tm4sf1 high(Uterus)
X3.1	-12.4498925	-8.105763574	rna	Endothelial cell_Tm4sf1 high(Uterus)
X4.1	8.094266436	1.009933214	rna	Endothelial cell_Tm4sf1 high(Uterus)
X5.1	5.128691695	-1.002376546	rna	Endothelial cell_Tm4sf1 high(Uterus)
X6.1	-7.741093614	-6.679476877	rna	Endothelial cell_Tm4sf1 high(Uterus)
X7.1	9.280675433	2.921707491	rna	Endothelial cell_Tm4sf1 high(Uterus)
X8.1	-11.65709923	-8.061861177	rna	Endothelial cell_Tm4sf1 high(Uterus)
X9.1	-12.21293972	-8.268157144	rna	Endothelial cell_Tm4sf1 high(Uterus)
X10.1	-9.918179967	-8.324606557	rna	Endothelial cell_Tm4sf1 high(Uterus)
X11.1	-5.420821168	-5.632425924	rna	Endothelial cell_Tm4sf1 high(Uterus)
X12.1	9.15912678	2.608826499	rna	Endothelial cell_Tm4sf1 high(Uterus)
X13.1	10.99490311	13.3403276	rna	Endothelial cell_Tm4sf1 high(Uterus)
X14.1	-1.373718359	-3.739343782	rna	Endothelial cell_Tm4sf1 high(Uterus)
X15.1	9.147852443	14.60314975	rna	Endothelial cell_Tm4sf1 high(Uterus)
X16.1	-2.275487759	-4.378272911	rna	Endothelial cell_Tm4sf1 high(Uterus)
X17.1	-7.074772813	-6.126595636	rna	Endothelial cell_Tm4sf1 high(Uterus)
X18.1	-7.565682389	14.46596752	rna	Endothelial cell_Tm4sf1 high(Uterus)
X19.1	-1.91602359	-3.940623899	rna	Endothelial cell_Tm4sf1 high(Uterus)
X20.1	1.359204314	-2.373455306	rna	Endothelial cell_Tm4sf1 high(Uterus)
X21.1	-5.789358594	-5.900728841	rna	Endothelial cell_Tm4sf1 high(Uterus)
X22.1	-4.664110162	-11.29886593	rna	Endothelial cell_Tm4sf1 high(Uterus)
X23.1	-13.8343787	-7.859152456	rna	Endothelial cell_Tm4sf1 high(Uterus)
X24.1	-0.825282179	-3.334836622	rna	Endothelial cell_Tm4sf1 high(Uterus)
X25.1	-12.90076874	-7.892103334	rna	Endothelial cell_Tm4sf1 high(Uterus)
X26.1	-9.693587758	-8.384245058	rna	Endothelial cell_Tm4sf1 high(Uterus)
X27.1	0.51402273	-2.531384726	rna	Endothelial cell_Tm4sf1 high(Uterus)
X28.1	-4.448760011	-5.585635324	rna	Endothelial cell_Tm4sf1 high(Uterus)
X29.1	-2.53203819	-4.591346164	rna	Endothelial cell_Tm4sf1 high(Uterus)
X30.1	-1.707633473	-3.844404359	rna	Endothelial cell_Tm4sf1 high(Uterus)
X31.1	-5.083057382	-5.698684831	rna	Endothelial cell_Tm4sf1 high(Uterus)
X32.1	-2.626250007	-5.125611444	rna	Endothelial cell_Tm4sf1 high(Uterus)
X33.1	-0.936802991	-3.344196935	rna	Endothelial cell_Tm4sf1 high(Uterus)
X34.1	0.188911937	-2.69261684	rna	Endothelial cell_Tm4sf1 high(Uterus)
X35.1	1.183984659	-2.30477645	rna	Endothelial cell_Tm4sf1 high(Uterus)
X36.1	-0.707566791	-3.304629703	rna	Endothelial cell_Tm4sf1 high(Uterus)
X37.1	-8.026506402	-7.090628286	rna	Endothelial cell_Tm4sf1 high(Uterus)
X38.1	-6.247381188	-6.084613462	rna	Endothelial cell_Tm4sf1 high(Uterus)
X39.1	2.664847157	-2.246278902	rna	Endothelial cell_Tm4sf1 high(Uterus)
X40.1	-2.147775151	-4.126386304	rna	Endothelial cell_Tm4sf1 high(Uterus)
X41.1	6.890344642	14.91535984	rna	Endothelial cell_Tm4sf1 high(Uterus)
X42.1	-10.55986355	-8.564170976	rna	Endothelial cell_Tm4sf1 high(Uterus)
X43.1	-5.044260003	-5.6369101	rna	Endothelial cell_Tm4sf1 high(Uterus)
X44.1	-5.048307397	-5.689418931	rna	Endothelial cell_Tm4sf1 high(Uterus)
X45.1	-1.637079932	-4.040570636	rna	Endothelial cell_Tm4sf1 high(Uterus)
X46.1	-1.705146648	-4.014719863	rna	Endothelial cell_Tm4sf1 high(Uterus)
X47.1	-7.223793485	-6.185814043	rna	Endothelial cell_Tm4sf1 high(Uterus)
X48.1	-1.372943678	-3.630790134	rna	Endothelial cell_Tm4sf1 high(Uterus)
X49.1	3.36644151	-2.12031879	rna	Endothelial cell_Tm4sf1 high(Uterus)
X0.3	23.33534672	1.085346679	rna	Stromal cell_Hsd11b2 high(Uterus)
X1.2	-9.618249395	-8.106477399	rna	Stromal cell_Hsd11b2 high(Uterus)
X2.2	-7.356354692	-6.358521123	rna	Stromal cell_Hsd11b2 high(Uterus)
X3.2	-2.113507845	-4.371922393	rna	Stromal cell_Hsd11b2 high(Uterus)
X4.2	9.582526706	3.770017962	rna	Stromal cell_Hsd11b2 high(Uterus)
X5.2	9.507838748	3.828998904	rna	Stromal cell_Hsd11b2 high(Uterus)
X6.2	-9.004450299	-8.048843046	rna	Stromal cell_Hsd11b2 high(Uterus)
X7.2	-0.735747591	-3.109592815	rna	Stromal cell_Hsd11b2 high(Uterus)
X8.2	-5.442276933	-5.709621091	rna	Stromal cell_Hsd11b2 high(Uterus)
X9.2	-11.19037388	-8.505623002	rna	Stromal cell_Hsd11b2 high(Uterus)
X10.2	0.13760247	-2.776182552	rna	Stromal cell_Hsd11b2 high(Uterus)
X11.2	-0.474454292	-2.997284074	rna	Stromal cell_Hsd11b2 high(Uterus)
X12.2	8.79526665	1.965093712	rna	Stromal cell_Hsd11b2 high(Uterus)
X13.2	-7.333274343	-6.119869371	rna	Stromal cell_Hsd11b2 high(Uterus)
X14.2	-2.54112611	-4.84996142	rna	Stromal cell_Hsd11b2 high(Uterus)
X15.2	-3.089240291	-4.888056417	rna	Stromal cell_Hsd11b2 high(Uterus)
X16.2	-2.411931135	-4.658574958	rna	Stromal cell_Hsd11b2 high(Uterus)
X17.2	-10.97935817	-8.279576917	rna	Stromal cell_Hsd11b2 high(Uterus)
X18.2	23.4614587	0.991906623	rna	Stromal cell_Hsd11b2 high(Uterus)
X19.2	-0.336353995	-3.075167079	rna	Stromal cell_Hsd11b2 high(Uterus)
X20.2	-7.112910726	-6.271871705	rna	Stromal cell_Hsd11b2 high(Uterus)
X21.2	4.064960502	-1.904144307	rna	Stromal cell_Hsd11b2 high(Uterus)
X22.2	23.54703953	1.074111204	rna	Stromal cell_Hsd11b2 high(Uterus)
X23.2	22.99710705	0.81555305	rna	Stromal cell_Hsd11b2 high(Uterus)
X24.2	-7.496363141	-6.29487433	rna	Stromal cell_Hsd11b2 high(Uterus)
X25.2	7.242167018	0.291639607	rna	Stromal cell_Hsd11b2 high(Uterus)
X26.2	23.58157971	1.127891998	rna	Stromal cell_Hsd11b2 high(Uterus)
X27.2	-0.748529338	-3.365835329	rna	Stromal cell_Hsd11b2 high(Uterus)
X28.2	-0.440584042	-2.995120187	rna	Stromal cell_Hsd11b2 high(Uterus)
X29.2	-7.740453221	-6.542137762	rna	Stromal cell_Hsd11b2 high(Uterus)
X30.2	23.19455578	0.984018306	rna	Stromal cell_Hsd11b2 high(Uterus)
X31.2	5.494364283	-0.835661923	rna	Stromal cell_Hsd11b2 high(Uterus)
X32.2	-7.642877557	16.79900966	rna	Stromal cell_Hsd11b2 high(Uterus)
X33.2	-3.415406921	-5.039028783	rna	Stromal cell_Hsd11b2 high(Uterus)
X34.2	22.58306553	1.200348835	rna	Stromal cell_Hsd11b2 high(Uterus)
X35.2	-6.093643643	-5.979434152	rna	Stromal cell_Hsd11b2 high(Uterus)
X36.2	-2.631961562	-4.581389089	rna	Stromal cell_Hsd11b2 high(Uterus)
X37.2	-7.596199014	16.88971744	rna	Stromal cell_Hsd11b2 high(Uterus)
X38.2	-10.02811573	-8.197525163	rna	Stromal cell_Hsd11b2 high(Uterus)
X39.2	22.99516346	0.994258146	rna	Stromal cell_Hsd11b2 high(Uterus)
X40.2	9.355483554	3.052341322	rna	Stromal cell_Hsd11b2 high(Uterus)
X41.2	-10.63579986	-8.228624006	rna	Stromal cell_Hsd11b2 high(Uterus)
X42.2	3.435749553	-1.974340697	rna	Stromal cell_Hsd11b2 high(Uterus)
X43.2	-1.614697792	-4.062523265	rna	Stromal cell_Hsd11b2 high(Uterus)
X44.2	-9.860434987	-8.314174791	rna	Stromal cell_Hsd11b2 high(Uterus)
X45.2	-2.330489256	-4.503666778	rna	Stromal cell_Hsd11b2 high(Uterus)
X46.2	-7.21141813	-6.175804277	rna	Stromal cell_Hsd11b2 high(Uterus)
X47.2	-7.596279122	-6.474101682	rna	Stromal cell_Hsd11b2 high(Uterus)
X48.2	23.38493206	0.925457577	rna	Stromal cell_Hsd11b2 high(Uterus)
X49.2	-0.966182687	-3.3188652	rna	Stromal cell_Hsd11b2 high(Uterus)
X0.4	23.45768025	1.187053184	rna	Stromal cell_Has1 high(Uterus)
X1.3	9.743339084	14.23935638	rna	Stromal cell_Has1 high(Uterus)
X2.3	9.840796969	14.17186294	rna	Stromal cell_Has1 high(Uterus)
X3.3	7.952046893	0.746175985	rna	Stromal cell_Has1 high(Uterus)
X4.3	23.16089489	0.84984539	rna	Stromal cell_Has1 high(Uterus)
X5.3	8.176517985	14.90735279	rna	Stromal cell_Has1 high(Uterus)
X6.3	-7.743654229	16.54976879	rna	Stromal cell_Has1 high(Uterus)
X7.3	10.6177335	13.64402042	rna	Stromal cell_Has1 high(Uterus)
X8.3	11.44924404	12.91692958	rna	Stromal cell_Has1 high(Uterus)
X9.3	8.094743274	14.90530811	rna	Stromal cell_Has1 high(Uterus)
X10.3	22.92730763	0.8465241	rna	Stromal cell_Has1 high(Uterus)
X11.3	11.62491181	12.73146854	rna	Stromal cell_Has1 high(Uterus)
X12.3	22.86849835	1.085584144	rna	Stromal cell_Has1 high(Uterus)
X13.3	-14.82895897	2.411618809	rna	Stromal cell_Has1 high(Uterus)
X14.3	-3.036232688	-4.84393992	rna	Stromal cell_Has1 high(Uterus)
X15.3	9.001188777	14.62882457	rna	Stromal cell_Has1 high(Uterus)
X16.3	1.546853803	-2.028395434	rna	Stromal cell_Has1 high(Uterus)
X17.3	6.57591965	15.09684692	rna	Stromal cell_Has1 high(Uterus)
X18.3	23.29120304	0.927938203	rna	Stromal cell_Has1 high(Uterus)
X19.3	-14.55605743	3.919566969	rna	Stromal cell_Has1 high(Uterus)
X20.3	-2.815429904	17.89096294	rna	Stromal cell_Has1 high(Uterus)
X21.3	23.46707775	1.071611743	rna	Stromal cell_Has1 high(Uterus)
X22.3	11.40966179	12.96008144	rna	Stromal cell_Has1 high(Uterus)
X23.3	6.867625735	14.96319995	rna	Stromal cell_Has1 high(Uterus)
X24.3	23.09082081	1.223180513	rna	Stromal cell_Has1 high(Uterus)
X25.3	9.628298304	3.767693858	rna	Stromal cell_Has1 high(Uterus)
X26.3	23.09383442	0.917432885	rna	Stromal cell_Has1 high(Uterus)
X27.3	-14.65763519	3.735595564	rna	Stromal cell_Has1 high(Uterus)
X28.3	-1.602149644	17.71546779	rna	Stromal cell_Has1 high(Uterus)
X29.3	7.362607501	14.86318241	rna	Stromal cell_Has1 high(Uterus)
X30.3	-14.56799648	3.918191294	rna	Stromal cell_Has1 high(Uterus)
X31.3	8.892609141	2.154281239	rna	Stromal cell_Has1 high(Uterus)
X32.3	-0.89326904	-3.420429607	rna	Stromal cell_Has1 high(Uterus)
X33.3	2.823383353	-2.134513636	rna	Stromal cell_Has1 high(Uterus)
X34.3	-12.91625354	-7.684429784	rna	Stromal cell_Has1 high(Uterus)
X35.3	23.0147424	0.990272741	rna	Stromal cell_Has1 high(Uterus)
X36.3	22.96490147	0.954842429	rna	Stromal cell_Has1 high(Uterus)
X37.3	4.678507827	-1.343612035	rna	Stromal cell_Has1 high(Uterus)
X38.3	-2.616210796	17.84998355	rna	Stromal cell_Has1 high(Uterus)
X39.3	8.767410777	1.928581576	rna	Stromal cell_Has1 high(Uterus)
X40.3	-1.881255247	17.39401088	rna	Stromal cell_Has1 high(Uterus)
X41.3	23.32448056	1.196023087	rna	Stromal cell_Has1 high(Uterus)
X42.3	-0.750105449	17.64224086	rna	Stromal cell_Has1 high(Uterus)
X43.3	-14.34408806	4.118529658	rna	Stromal cell_Has1 high(Uterus)
X44.3	23.31331494	0.912556152	rna	Stromal cell_Has1 high(Uterus)
X45.3	-1.310826161	-3.671104331	rna	Stromal cell_Has1 high(Uterus)
X46.3	-7.355944612	-6.389731069	rna	Stromal cell_Has1 high(Uterus)
X47.3	9.895283244	3.646367888	rna	Stromal cell_Has1 high(Uterus)
X48.3	23.73759701	-2.479324599	rna	Stromal cell_Has1 high(Uterus)
X49.3	23.40938427	1.115845065	rna	Stromal cell_Has1 high(Uterus)
X0.5	7.420628093	14.92951427	rna	Glandular epithelium_Sprr2f high(Uterus)
X1.4	23.54410603	1.600918393	rna	Glandular epithelium_Sprr2f high(Uterus)
X2.4	7.820742152	0.633519511	rna	Glandular epithelium_Sprr2f high(Uterus)
X3.4	23.04699566	0.981265406	rna	Glandular epithelium_Sprr2f high(Uterus)
X4.4	23.05673458	0.935828666	rna	Glandular epithelium_Sprr2f high(Uterus)
X5.4	23.2593694	0.876950006	rna	Glandular epithelium_Sprr2f high(Uterus)
X6.4	23.33230641	1.281764965	rna	Glandular epithelium_Sprr2f high(Uterus)
X7.4	22.76402905	1.105799775	rna	Glandular epithelium_Sprr2f high(Uterus)
X8.4	23.33887722	1.468106608	rna	Glandular epithelium_Sprr2f high(Uterus)
X9.4	-13.79217479	4.504536967	rna	Glandular epithelium_Sprr2f high(Uterus)
X10.4	23.25276425	1.117428164	rna	Glandular epithelium_Sprr2f high(Uterus)
X11.4	23.50391247	1.601854186	rna	Glandular epithelium_Sprr2f high(Uterus)
X12.4	22.95897534	1.534863333	rna	Glandular epithelium_Sprr2f high(Uterus)
X13.4	23.15783741	1.543277125	rna	Glandular epithelium_Sprr2f high(Uterus)
X14.4	-1.679398276	-3.947952886	rna	Glandular epithelium_Sprr2f high(Uterus)
X15.4	23.49081089	1.38709269	rna	Glandular epithelium_Sprr2f high(Uterus)
X16.4	23.40505841	1.714365582	rna	Glandular epithelium_Sprr2f high(Uterus)
X17.4	-14.79846142	2.939819197	rna	Glandular epithelium_Sprr2f high(Uterus)
X18.4	23.05704548	1.987376074	rna	Glandular epithelium_Sprr2f high(Uterus)
X19.4	9.197926066	2.697357277	rna	Glandular epithelium_Sprr2f high(Uterus)
X20.4	23.54935887	1.504382233	rna	Glandular epithelium_Sprr2f high(Uterus)
X21.4	23.55711796	1.606442313	rna	Glandular epithelium_Sprr2f high(Uterus)
X22.4	23.23946812	1.180957655	rna	Glandular epithelium_Sprr2f high(Uterus)
X23.4	23.46243908	1.84513865	rna	Glandular epithelium_Sprr2f high(Uterus)
X24.4	23.48181774	1.558450322	rna	Glandular epithelium_Sprr2f high(Uterus)
X25.4	23.3610368	1.268937449	rna	Glandular epithelium_Sprr2f high(Uterus)
X26.4	6.523899577	15.06255851	rna	Glandular epithelium_Sprr2f high(Uterus)
X27.4	23.5294347	1.594605307	rna	Glandular epithelium_Sprr2f high(Uterus)
X28.4	23.2826276	1.23002861	rna	Glandular epithelium_Sprr2f high(Uterus)
X29.4	2.361783526	-2.054930826	rna	Glandular epithelium_Sprr2f high(Uterus)
X30.4	23.3178487	1.79058228	rna	Glandular epithelium_Sprr2f high(Uterus)
X31.4	23.26755383	1.725091557	rna	Glandular epithelium_Sprr2f high(Uterus)
X32.4	0.446664713	5.505586485	rna	Glandular epithelium_Sprr2f high(Uterus)
X33.4	-0.478771918	-3.004000326	rna	Glandular epithelium_Sprr2f high(Uterus)
X34.4	23.37320568	1.620574097	rna	Glandular epithelium_Sprr2f high(Uterus)
X35.4	23.58094837	1.677630763	rna	Glandular epithelium_Sprr2f high(Uterus)
X36.4	23.17185643	2.050449471	rna	Glandular epithelium_Sprr2f high(Uterus)
X37.4	-2.614746191	-4.657652755	rna	Glandular epithelium_Sprr2f high(Uterus)
X38.4	22.58883526	1.102400283	rna	Glandular epithelium_Sprr2f high(Uterus)
X39.4	23.00311901	1.902704815	rna	Glandular epithelium_Sprr2f high(Uterus)
X40.4	23.36413243	1.159443001	rna	Glandular epithelium_Sprr2f high(Uterus)
X41.4	23.63839581	1.573455433	rna	Glandular epithelium_Sprr2f high(Uterus)
X42.4	23.05597164	2.082336764	rna	Glandular epithelium_Sprr2f high(Uterus)
X43.4	23.1880727	1.929132323	rna	Glandular epithelium_Sprr2f high(Uterus)
X44.4	23.55663159	1.647632937	rna	Glandular epithelium_Sprr2f high(Uterus)
X45.4	-0.431133561	-3.154534002	rna	Glandular epithelium_Sprr2f high(Uterus)
X46.4	23.48675396	1.123762588	rna	Glandular epithelium_Sprr2f high(Uterus)
X47.4	23.44413807	1.892461876	rna	Glandular epithelium_Sprr2f high(Uterus)
X48.4	-10.61747883	-8.248956342	rna	Glandular epithelium_Sprr2f high(Uterus)
X49.4	23.46745732	1.434479098	rna	Glandular epithelium_Sprr2f high(Uterus)
X0.6	-1.038995125	-3.339451929	rna	Macrophage(Uterus)
X1.5	2.011865161	-2.045475622	rna	Macrophage(Uterus)
X2.5	-3.384060361	17.98373256	rna	Macrophage(Uterus)
X3.5	-7.10608051	17.44093547	rna	Macrophage(Uterus)
X4.5	-3.608276584	-5.178508897	rna	Macrophage(Uterus)
X5.5	-1.558588543	-3.838296314	rna	Macrophage(Uterus)
X6.5	6.51516392	-0.413526227	rna	Macrophage(Uterus)
X7.5	7.919112704	1.049136858	rna	Macrophage(Uterus)
X8.5	-0.768548482	-3.230785032	rna	Macrophage(Uterus)
X9.5	-8.892161824	-7.897004266	rna	Macrophage(Uterus)
X10.5	-2.251220085	-4.529036184	rna	Macrophage(Uterus)
X11.5	-3.507711866	-5.177050252	rna	Macrophage(Uterus)
X12.5	-9.363675572	-8.257245202	rna	Macrophage(Uterus)
X13.5	-13.32095096	-7.671992917	rna	Macrophage(Uterus)
X14.5	-13.52617119	-7.932368417	rna	Macrophage(Uterus)
X15.5	8.235975764	1.070607047	rna	Macrophage(Uterus)
X16.5	-2.29029689	17.79895626	rna	Macrophage(Uterus)
X17.5	23.31452038	1.147132616	rna	Macrophage(Uterus)
X18.5	22.82907536	1.489748101	rna	Macrophage(Uterus)
X19.5	-9.075040319	-8.185438772	rna	Macrophage(Uterus)
X20.5	8.989337466	2.341495614	rna	Macrophage(Uterus)
X21.5	-11.43660209	-8.321649213	rna	Macrophage(Uterus)
X22.5	8.126781962	14.90922294	rna	Macrophage(Uterus)
X23.5	-0.940462478	-3.436851402	rna	Macrophage(Uterus)
X24.5	10.71421387	13.55910716	rna	Macrophage(Uterus)
X25.5	-2.470990755	-4.706433912	rna	Macrophage(Uterus)
X26.5	-2.463329174	-4.583575387	rna	Macrophage(Uterus)
X27.5	5.269729636	-0.831128989	rna	Macrophage(Uterus)
X28.5	-12.89427421	-7.784224172	rna	Macrophage(Uterus)
X29.5	-14.60283039	3.874774794	rna	Macrophage(Uterus)
X30.5	-3.738461234	18.15383373	rna	Macrophage(Uterus)
X31.5	-3.867769935	-5.288199087	rna	Macrophage(Uterus)
X32.5	-3.116464593	-5.198698183	rna	Macrophage(Uterus)
X33.5	-5.253698804	18.83111415	rna	Macrophage(Uterus)
X34.5	6.32091286	-0.037827928	rna	Macrophage(Uterus)
X35.5	-5.68028877	-5.798449178	rna	Macrophage(Uterus)
X36.5	7.169161342	14.91478763	rna	Macrophage(Uterus)
X37.5	-0.188267656	-2.8405055	rna	Macrophage(Uterus)
X38.5	2.944317363	-2.152883311	rna	Macrophage(Uterus)
X39.5	0.150569222	-2.697710653	rna	Macrophage(Uterus)
X40.5	9.071693919	14.68028007	rna	Macrophage(Uterus)
X41.5	4.710032008	-1.248944242	rna	Macrophage(Uterus)
X42.5	-7.870676972	-6.28469338	rna	Macrophage(Uterus)
X43.5	-2.596321799	-4.98657765	rna	Macrophage(Uterus)
X44.5	5.976372264	-0.469196235	rna	Macrophage(Uterus)
X45.5	-9.373707273	-8.172436853	rna	Macrophage(Uterus)
X46.5	8.027450107	0.850857596	rna	Macrophage(Uterus)
X47.5	1.652098916	-2.245846529	rna	Macrophage(Uterus)
X48.5	9.511911891	3.892953257	rna	Macrophage(Uterus)
X49.5	22.85753491	1.092510562	rna	Macrophage(Uterus)
X0.7	23.16090252	1.824605803	rna	NK cell(Uterus)
X1.6	-3.565798022	-5.216164251	rna	NK cell(Uterus)
X2.6	-0.893926241	-3.490596433	rna	NK cell(Uterus)
X3.6	-5.582099893	-5.8008491	rna	NK cell(Uterus)
X4.6	-0.435832449	-3.068996568	rna	NK cell(Uterus)
X5.6	-2.631296374	17.85345874	rna	NK cell(Uterus)
X6.6	2.39422848	-1.995230098	rna	NK cell(Uterus)
X7.6	0.129398249	-2.87936749	rna	NK cell(Uterus)
X8.6	3.864320777	-2.03055789	rna	NK cell(Uterus)
X9.6	-7.680608728	-6.572116037	rna	NK cell(Uterus)
X10.6	-1.287421264	-3.959101577	rna	NK cell(Uterus)
X11.6	-9.782643773	-8.355526586	rna	NK cell(Uterus)
X12.6	10.63799813	13.60320793	rna	NK cell(Uterus)
X13.6	-7.661537625	-6.552697797	rna	NK cell(Uterus)
X14.6	7.111289523	14.86309181	rna	NK cell(Uterus)
X15.6	0.678915403	-2.53258719	rna	NK cell(Uterus)
X16.6	-8.746082761	-7.840558191	rna	NK cell(Uterus)
X17.6	-3.76437185	18.15976177	rna	NK cell(Uterus)
X18.6	-0.989002146	17.63242374	rna	NK cell(Uterus)
X19.6	-11.31027649	-8.358985563	rna	NK cell(Uterus)
X20.6	-8.92050121	-7.98515286	rna	NK cell(Uterus)
X21.6	-2.629873969	17.87679897	rna	NK cell(Uterus)
X22.6	3.136814139	-2.132672091	rna	NK cell(Uterus)
X23.6	7.804276011	0.952216367	rna	NK cell(Uterus)
X24.6	-14.77212856	-8.215921541	rna	NK cell(Uterus)
X25.6	6.774314902	0.073560814	rna	NK cell(Uterus)
X26.6	22.62504437	1.284374098	rna	NK cell(Uterus)
X27.6	-0.095634081	-2.832637926	rna	NK cell(Uterus)
X28.6	8.948047183	2.1092032	rna	NK cell(Uterus)
X29.6	-11.31435535	-8.328936239	rna	NK cell(Uterus)
X30.6	-9.090687253	-8.147706171	rna	NK cell(Uterus)
X31.6	-7.054041841	-6.077220579	rna	NK cell(Uterus)
X32.6	9.118529818	2.581396679	rna	NK cell(Uterus)
X33.6	-5.275707223	-5.541045328	rna	NK cell(Uterus)
X34.6	6.950637839	14.83626972	rna	NK cell(Uterus)
X35.6	-5.514811494	18.65825878	rna	NK cell(Uterus)
X36.6	0.288184724	-2.96706595	rna	NK cell(Uterus)
X37.6	23.20275738	1.915285449	rna	NK cell(Uterus)
X38.6	-1.654372074	-4.126709123	rna	NK cell(Uterus)
X39.6	-14.80069778	-8.032394071	rna	NK cell(Uterus)
X40.6	-0.779791497	-4.556560178	rna	NK cell(Uterus)
