a,TSNE_1,TSNE_2,X
X24.22,-5.92936493995779,8.41230885970716,Elongating spermatid(Testis)
X27.22,-5.28842982502087,6.96630787301635,Elongating spermatid(Testis)
X33.22,-7.17359658449396,8.18967756928434,Elongating spermatid(Testis)
X34.22,-7.51710019933699,8.21087024795586,Elongating spermatid(Testis)
X1.23,-6.79734356757488,7.7270376483491,Spermatogonia_1700001P01Rik high(Testis)
X16.23,-6.03868391422024,8.41817107491608,Spermatogonia_1700001P01Rik high(Testis)
X22.23,-6.8277111227678,7.93326932720649,Spermatogonia_1700001P01Rik high(Testis)
X28.23,-5.94608067596173,8.39170305821621,Spermatogonia_1700001P01Rik high(Testis)
X34.23,-5.85561113812889,8.42131666254085,Spermatogonia_1700001P01Rik high(Testis)
X36.23,-5.96821331807957,8.4413298851589,Spermatogonia_1700001P01Rik high(Testis)
X41.23,-6.78921704481232,7.92752509628003,Spermatogonia_1700001P01Rik high(Testis)
X43.23,-5.91052983519067,8.37680397574391,Spermatogonia_1700001P01Rik high(Testis)
X0.4,-1.07087647412345,7.80022645160266,Stromal cell_Has1 high(Uterus)
X42.30,-0.963955307887328,7.82522346008829,Stomach cell_Mt2 high(Stomach)
X0,-1.38064627432027,7.46225329179324,Myoblast_human
X7.34,-1.32639916881932,7.37850443918697,Epithelium of small intestinal villi_Fabp1 high(Small-Intestine)
X12.34,-1.40044049536899,7.60973786166752,Epithelium of small intestinal villi_Fabp1 high(Small-Intestine)
X21.34,-1.44687903515124,7.48403157863741,Epithelium of small intestinal villi_Fabp1 high(Small-Intestine)
X4.38,-1.2622752349763,7.58975619716994,Columnar epithelium(Small-Intestine)
X5.38,-1.30560059406351,7.56453500850948,Columnar epithelium(Small-Intestine)
X16.38,-1.22610859208697,7.57350025168332,Columnar epithelium(Small-Intestine)
X19.38,-0.938107003362918,7.86740094345448,Columnar epithelium(Small-Intestine)
X21.38,-0.961213544811148,7.83601056902528,Columnar epithelium(Small-Intestine)
X29.38,-0.990670413998429,7.82300551506726,Columnar epithelium(Small-Intestine)
X15.39,-4.81576035012763,6.96515631458987,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine)
X30.39,-1.41262531495906,7.41079671374663,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine)
X33.39,-4.88718837011135,6.94038612270522,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine)
X34.39,-4.70245110765573,6.9948005109838,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine)
X41.39,-1.54850644740437,7.42633679767187,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine)
X21.43,-2.82176539273217,5.30421749326887,Progenitor trophoblast_Gjb3 high(Placenta)
X20.57,-3.01355828450969,5.32520980447685, cell(Pancreas)
X42.57,-3.17570438459957,5.35894120715966, cell(Pancreas)
X45.57,-4.68236848637817,6.71761517077169, cell(Pancreas)
X46.64,-2.96366080174584,5.30310700012793,Cumulus cell_Ube2c high(Ovary)
X43.72,-2.84995552051091,5.38528195566629,Thecal cell(Ovary)
X41.81,-2.84767103887895,5.14282172265709,Neutrophil(Neonatal-Rib)
X31.88,-3.06824535953337,5.20354171919374,Mesenchymal cell(Neonatal-Muscle)
X12.93,-1.26117596113123,7.51310946201264,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)
X15.93,-0.934220436086329,7.57839210660077,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)
X27.93,-1.25856170388131,7.39616668072641,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)
X41.93,-1.35904097972238,7.42817013303643,Left ventricle cardiomyocyte_Myl2 high(Neonatal-Heart)
X28.96,-2.87827728457355,5.36809272023535,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)
X0.100,-2.88110394876552,5.33208603269513,Muscle cell_Junb high(Neonatal-Calvaria)
X36.117,-2.99149903265652,5.06604129151905,T-cells_Ctla4 high(Mammary-Gland-Virgin)
X48.136,-0.704719651844997,7.9403020535058,AT2 Cell(Lung)
X26.143,-1.39821186645622,7.43019857983291,Proximal tubule brush border cell(Kidney)
X4.174,-3.08872823995584,5.26875221815174,Granule neurons(Fetal_Brain)
X17.174,-3.23607678513592,5.15233322039782,Granule neurons(Fetal_Brain)
X5.175,-4.87952904256248,6.57049953490325,Postmitotic neurons_Lhx9 high(Fetal_Brain)
X47.175,-4.91844417018408,6.54878052824873,Postmitotic neurons_Lhx9 high(Fetal_Brain)
X27.177,-2.99722097179138,5.1987616807503,Schwann cell(Fetal_Brain)
X4.178,-4.9402260780825,6.68702968025497,Radial glia_Vim high(Fetal_Brain)
X1.186,-2.97628140465241,5.35157583835353,Myelinating oligodendrocyte(Brain)
X5.186,-2.93557544849033,5.39338924959533,Myelinating oligodendrocyte(Brain)
X15.186,-2.71081719089192,5.59040285612314,Myelinating oligodendrocyte(Brain)
X19.186,-1.44436869979585,7.39549014115415,Myelinating oligodendrocyte(Brain)
X24.186,-1.48473933983199,7.33475026900559,Myelinating oligodendrocyte(Brain)
X27.186,-4.77479102282013,6.83040942699308,Myelinating oligodendrocyte(Brain)
X29.186,-1.44777436136303,7.44775210210517,Myelinating oligodendrocyte(Brain)
X30.186,-3.10175456447596,5.35499698521753,Myelinating oligodendrocyte(Brain)
X41.188,4.54697332140779,-1.68810596412246,Monocyte progenitor cell_Ctsg high(Bone-Marrow_c-kit)
X7.193,-2.93210014984452,5.23441350065726,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)
X7.196,-2.8425934103248,5.35764067374609,Stromal cell_Dpt high(Bladder)
X13.201,-1.03115492012835,8.08565166313532,Urothelium(Bladder)
X23.201,-1.03181610706303,8.02093454090995,Urothelium(Bladder)
X29.201,-1.05226678728945,8.04583324447841,Urothelium(Bladder)
X33.201,-1.0413628681567,7.92726810766501,Urothelium(Bladder)
X36.3,-8.01576396019291,3.69067196018835,Stromal cell_Has1 high(Uterus)
X42.7,-7.94334288214822,3.52539960969983,Muscle cell_Mgp high(Uterus)
X37.8,-7.87173769692271,3.62244941173175,Stromal cell_Cxcl14 high(Uterus)
X45.134,-8.06985345632057,3.63609003738736,Stromal cell(Mammary-Gland-Involution)
X46.134,-8.059041249578,3.53532439520096,Stromal cell(Mammary-Gland-Involution)
X1,-8.06322868612983,3.67962475991457,Stromal cell_Ccl11 high(Uterus)
X15.134,-8.10156763016511,3.59933072671127,Stromal cell(Mammary-Gland-Involution)
X47.7,-7.96975379932413,3.48648056746142,Muscle cell_Mgp high(Uterus)
X2,-8.04842453270522,3.52257913346526,Stromal cell_Ccl11 high(Uterus)
X15.123,-8.15080874126668,3.50119169872995,Stromal cell(Mammary-Gland-Pregrancy)
X3,-7.92447553920158,3.69401491651605,Stromal cell_Ccl11 high(Uterus)
X4,-7.92341276403485,3.78599953218188,Stromal cell_Ccl11 high(Uterus)
X5,-8.04489107404839,3.59101902183188,Stromal cell_Ccl11 high(Uterus)
X6,-7.99164984621841,3.52964525544726,Stromal cell_Ccl11 high(Uterus)
X11.7,-8.01360757830297,3.40679835183605,Muscle cell_Mgp high(Uterus)
X7,-7.99806203038411,3.64250827403014,Stromal cell_Ccl11 high(Uterus)
X8,-7.98480120198127,3.50330410345016,Stromal cell_Ccl11 high(Uterus)
X22.3,-8.12099010736646,3.58732758446178,Stromal cell_Has1 high(Uterus)
X9,-8.13604751995962,3.64608147702716,Stromal cell_Ccl11 high(Uterus)
X10,-8.02999216627923,3.60980653185233,Stromal cell_Ccl11 high(Uterus)
X11,-8.2059231616231,3.571272405387,Stromal cell_Ccl11 high(Uterus)
X45.131,-8.42475043627522,3.45978978159349,Muscle cell_Pi16 high(Mammary-Gland-Involution)
X10.134,-8.43013006909428,3.52586454600468,Stromal cell(Mammary-Gland-Involution)
X12,-7.95609868839254,3.72827673523787,Stromal cell_Ccl11 high(Uterus)
X13,-7.94420554944969,3.63773595556721,Stromal cell_Ccl11 high(Uterus)
X14,-8.11551045295451,3.63054137365838,Stromal cell_Ccl11 high(Uterus)
X9.134,-8.44957811773683,3.5942547386608,Stromal cell(Mammary-Gland-Involution)
X15,-8.03612920876685,3.63769605015063,Stromal cell_Ccl11 high(Uterus)
X16,-8.14962362673052,3.65801465896202,Stromal cell_Ccl11 high(Uterus)
X17,-7.93704562105275,3.57600169208887,Stromal cell_Ccl11 high(Uterus)
X18,-8.0176178754683,3.53716772912925,Stromal cell_Ccl11 high(Uterus)
X19,-8.04997601632004,3.71386801499816,Stromal cell_Ccl11 high(Uterus)
X20,-7.99841053847111,3.61356289727758,Stromal cell_Ccl11 high(Uterus)
X21,-8.09390430133537,3.61622726490683,Stromal cell_Ccl11 high(Uterus)
X22,-7.96431548222408,3.61119966804094,Stromal cell_Ccl11 high(Uterus)
X23,-8.01592965361908,3.5650363633315,Stromal cell_Ccl11 high(Uterus)
X8.134,-8.42650601885289,3.53914968859659,Stromal cell(Mammary-Gland-Involution)
X24,-8.24554619293661,3.6059500018654,Stromal cell_Ccl11 high(Uterus)
X25,-7.90357584075239,3.7034374965539,Stromal cell_Ccl11 high(Uterus)
X26,-8.01636500665022,3.56910158320793,Stromal cell_Ccl11 high(Uterus)
X27,-8.01863317262739,3.56512784720577,Stromal cell_Ccl11 high(Uterus)
X28,-8.13320901814008,3.66285778542719,Stromal cell_Ccl11 high(Uterus)
X29,-8.26473517305333,3.63294091000597,Stromal cell_Ccl11 high(Uterus)
X30,-8.01788758245165,3.58332447705916,Stromal cell_Ccl11 high(Uterus)
X31,-7.96645752970224,3.67512992634739,Stromal cell_Ccl11 high(Uterus)
X32,-7.97612164761714,3.64306400669503,Stromal cell_Ccl11 high(Uterus)
X33,-8.03470266753792,3.65829415392105,Stromal cell_Ccl11 high(Uterus)
X34,-7.89785787131386,3.58709552873492,Stromal cell_Ccl11 high(Uterus)
X35,-7.9298012743153,3.6378593830442,Stromal cell_Ccl11 high(Uterus)
X36,-7.98845733694244,3.63017916504305,Stromal cell_Ccl11 high(Uterus)
X37,-8.07717420142722,3.58968042917416,Stromal cell_Ccl11 high(Uterus)
X38,-7.89590402622754,3.65588166008011,Stromal cell_Ccl11 high(Uterus)
X20.3,-8.08641148059834,3.58192482976681,Stromal cell_Has1 high(Uterus)
X39,-7.96256191783057,3.62082365471346,Stromal cell_Ccl11 high(Uterus)
X40,-8.02352023122616,3.61728881355898,Stromal cell_Ccl11 high(Uterus)
X41,-7.97479564860142,3.49821748354118,Stromal cell_Ccl11 high(Uterus)
X42,-8.01031368527923,3.62366909914744,Stromal cell_Ccl11 high(Uterus)
X43,-7.98200551792897,3.58524089124426,Stromal cell_Ccl11 high(Uterus)
X44,-7.97259950980621,3.65641271200693,Stromal cell_Ccl11 high(Uterus)
X45,-7.96100609525215,3.62853808543293,Stromal cell_Ccl11 high(Uterus)
X46,-7.98906196243776,3.55368621719434,Stromal cell_Ccl11 high(Uterus)
X47,-8.07970482713558,3.50959038067603,Stromal cell_Ccl11 high(Uterus)
X48,-8.02388471111647,3.65296412456633,Stromal cell_Ccl11 high(Uterus)
X2.3,-8.19362080016614,3.65094915047332,Stromal cell_Has1 high(Uterus)
X49,-8.12479431559275,3.67124408374402,Stromal cell_Ccl11 high(Uterus)
X13.1,1.83910416983374,-11.669283601474,Endothelial cell_Tm4sf1 high(Uterus)
X17.1,1.99682102388448,-11.7807048917845,Endothelial cell_Tm4sf1 high(Uterus)
X29.1,1.77345874993033,-11.5618464802758,Endothelial cell_Tm4sf1 high(Uterus)
X41.1,1.88612944224743,-11.6967314437769,Endothelial cell_Tm4sf1 high(Uterus)
X27.56,-13.0831642469814,-6.24856296390301,Endothelial cell_Fabp4 high(Pancreas)
X7.1,1.56123680146492,-11.536285602759,Endothelial cell_Tm4sf1 high(Uterus)
X1.1,1.76431785551344,-11.5926896600138,Endothelial cell_Tm4sf1 high(Uterus)
X9.1,1.78187260822287,-11.6139848104615,Endothelial cell_Tm4sf1 high(Uterus)
X18.1,1.76867416210394,-11.6043990398481,Endothelial cell_Tm4sf1 high(Uterus)
X19.1,1.79555689636263,-11.6104850430555,Endothelial cell_Tm4sf1 high(Uterus)
X39.7,-8.3073475463781,1.57174308877412,Muscle cell_Mgp high(Uterus)
X2.1,-7.54120092599058,1.47451219906102,Endothelial cell_Tm4sf1 high(Uterus)
X9.8,-7.15851449016403,2.54205269693143,Stromal cell_Cxcl14 high(Uterus)
X25.74,-7.51089830097257,1.23030053416407,Osteoblast_Dlk1 high(Neonatal-Skin)
X39.77,-7.28184159430134,1.20091244213746,Stromal cell_Gas6 high(Neonatal-Skin)
X47.89,-7.0907321371895,1.21806912088373,Stromal cell_Ndn high(Neonatal-Muscle)
X3.1,1.82095958918927,-11.6096729902516,Endothelial cell_Tm4sf1 high(Uterus)
X15.1,1.88975939077289,-11.6976354146629,Endothelial cell_Tm4sf1 high(Uterus)
X20.1,1.92678974156808,-11.7476644435982,Endothelial cell_Tm4sf1 high(Uterus)
X4.1,1.55090512512104,-11.5271074521777,Endothelial cell_Tm4sf1 high(Uterus)
X14.1,1.54164786665711,-11.5253476250809,Endothelial cell_Tm4sf1 high(Uterus)
X28.1,1.56719127980963,-11.5407476776102,Endothelial cell_Tm4sf1 high(Uterus)
X43.1,1.53761808981322,-11.5594906643449,Endothelial cell_Tm4sf1 high(Uterus)
X47.1,1.53021856487426,-11.5128656368182,Endothelial cell_Tm4sf1 high(Uterus)
X5.1,1.55562384209973,-11.5240616881375,Endothelial cell_Tm4sf1 high(Uterus)
X49.1,1.62951764589108,-11.5879339241006,Endothelial cell_Tm4sf1 high(Uterus)
X10.1,1.61751069260412,-11.57721134516,Endothelial cell_Tm4sf1 high(Uterus)
X6.1,1.57327656637733,-11.5497958086868,Endothelial cell_Tm4sf1 high(Uterus)
X33.1,1.62403532548619,-11.588994813657,Endothelial cell_Tm4sf1 high(Uterus)
X37.1,1.56128590369783,-11.5429854649978,Endothelial cell_Tm4sf1 high(Uterus)
X24.1,1.56574082054331,-11.5016109870587,Endothelial cell_Tm4sf1 high(Uterus)
X40.1,1.72450630263919,-11.5921789233544,Endothelial cell_Tm4sf1 high(Uterus)
X8.1,1.92400993267675,-11.7302232851123,Endothelial cell_Tm4sf1 high(Uterus)
X26.1,1.86651669785377,-11.6915422981184,Endothelial cell_Tm4sf1 high(Uterus)
X15.68,2.06451849035471,-11.8347211863959,Ovarian vascular surface endothelium cell(Ovary)
X35.68,1.92459740577524,-11.7266305141859,Ovarian vascular surface endothelium cell(Ovary)
X40.68,2.15990666069449,-11.8054997381596,Ovarian vascular surface endothelium cell(Ovary)
X42.1,1.86132057198969,-11.6525849646259,Endothelial cell_Tm4sf1 high(Uterus)
X21.62,-4.35167190366788,1.31967005563922,Stroma cell (Ovary)
X11.1,-4.18556892115017,1.38059529490164,Endothelial cell_Tm4sf1 high(Uterus)
X24.90,-4.17117363977437,1.44274717788041,Muscle cell_Myl9 high(Neonatal-Muscle)
X33.90,-4.18758317794461,1.35782943221656,Muscle cell_Myl9 high(Neonatal-Muscle)
X40.90,-4.24405390272264,1.33438073997687,Muscle cell_Myl9 high(Neonatal-Muscle)
X30.200,-3.94315338908031,1.43462729519574,Smooth muscle cell(Bladder)
X12.1,2.14714544038588,-11.8238220368973,Endothelial cell_Tm4sf1 high(Uterus)
X48.1,2.05748065410516,-11.7773371177914,Endothelial cell_Tm4sf1 high(Uterus)
X5.68,2.20376661435571,-11.8589878183253,Ovarian vascular surface endothelium cell(Ovary)
X31.1,1.8661992223849,-11.6697228778802,Endothelial cell_Tm4sf1 high(Uterus)
X16.1,2.01332209030621,-11.7438775245173,Endothelial cell_Tm4sf1 high(Uterus)
X21.56,-13.1459345381222,-6.44326366976472,Endothelial cell_Fabp4 high(Pancreas)
X32.56,-13.2994692052834,-6.3427831899346,Endothelial cell_Fabp4 high(Pancreas)
X37.56,-13.1531015039649,-6.42454609606523,Endothelial cell_Fabp4 high(Pancreas)
X32.1,1.91361507635396,-11.7324588939912,Endothelial cell_Tm4sf1 high(Uterus)
X21.1,1.81162597922744,-11.8374049290461,Endothelial cell_Tm4sf1 high(Uterus)
X36.1,1.72690567402665,-11.7406448793246,Endothelial cell_Tm4sf1 high(Uterus)
X45.1,1.89057187448537,-11.7135863620691,Endothelial cell_Tm4sf1 high(Uterus)
X22.1,1.69324959709457,-11.710550283255,Endothelial cell_Tm4sf1 high(Uterus)
X25.1,1.75601413876798,-11.7431137242579,Endothelial cell_Tm4sf1 high(Uterus)
X38.1,1.60535184207208,-11.59377691726,Endothelial cell_Tm4sf1 high(Uterus)
X23.1,1.81021376877461,-11.6445052305259,Endothelial cell_Tm4sf1 high(Uterus)
X12.91,1.86263320100354,-12.1554308462518,Endothelial cell_Igfbp5 high(Neonatal-Heart)
X27.1,1.94273810055294,-11.7155348428919,Endothelial cell_Tm4sf1 high(Uterus)
X44.1,1.92398244836061,-11.6921102839789,Endothelial cell_Tm4sf1 high(Uterus)
X39.1,1.71844122045575,-11.5841001623321,Endothelial cell_Tm4sf1 high(Uterus)
X30.1,1.66715013106286,-11.6076057495157,Endothelial cell_Tm4sf1 high(Uterus)
X35.1,1.69889545471918,-11.5858881969958,Endothelial cell_Tm4sf1 high(Uterus)
X49.68,1.80958946762565,-11.6885575444368,Ovarian vascular surface endothelium cell(Ovary)
X34.1,1.61223703769297,-11.5757361291845,Endothelial cell_Tm4sf1 high(Uterus)
X25.68,1.96661812371245,-11.7021391910012,Ovarian vascular surface endothelium cell(Ovary)
X46.1,1.9606529331271,-11.7176863930094,Endothelial cell_Tm4sf1 high(Uterus)
X1.2,-7.93267670189701,3.46062750517748,Stromal cell_Hsd11b2 high(Uterus)
X2.2,-8.000868281185,3.53545321406943,Stromal cell_Hsd11b2 high(Uterus)
X3.2,-8.10509566655372,3.42690910044945,Stromal cell_Hsd11b2 high(Uterus)
X28.123,-8.20651656947419,3.1040184782984,Stromal cell(Mammary-Gland-Pregrancy)
X4.2,-7.99917846674236,3.6516029124369,Stromal cell_Hsd11b2 high(Uterus)
X5.2,-7.98872369954779,3.63802274132039,Stromal cell_Hsd11b2 high(Uterus)
X6.2,-8.12256239296555,3.65084703675688,Stromal cell_Hsd11b2 high(Uterus)
X7.2,-8.13482255338668,3.63414923054946,Stromal cell_Hsd11b2 high(Uterus)
X8.2,-8.05867848841823,3.57566489096043,Stromal cell_Hsd11b2 high(Uterus)
X9.2,-8.00267767215834,3.62815210962213,Stromal cell_Hsd11b2 high(Uterus)
X10.2,-8.0852086368247,3.67771115292625,Stromal cell_Hsd11b2 high(Uterus)
X11.2,-7.98816713340371,3.62609540232925,Stromal cell_Hsd11b2 high(Uterus)
X12.2,-7.90786517657469,3.61482737088782,Stromal cell_Hsd11b2 high(Uterus)
X13.2,-8.22370564579653,3.60746135055847,Stromal cell_Hsd11b2 high(Uterus)
X14.2,-7.74134533930508,3.52220186362896,Stromal cell_Hsd11b2 high(Uterus)
X42.3,-7.75834747928497,3.52800369592019,Stromal cell_Has1 high(Uterus)
X32.62,-7.25756308019011,3.00229369337066,Stroma cell (Ovary)
X15.2,-7.36883249749426,3.24466862953822,Stromal cell_Hsd11b2 high(Uterus)
X7.8,-7.15515016509019,3.00116054074948,Stromal cell_Cxcl14 high(Uterus)
X17.8,-7.09351742452639,2.96266332100357,Stromal cell_Cxcl14 high(Uterus)
X16.2,-8.09319306335809,3.66251263419459,Stromal cell_Hsd11b2 high(Uterus)
X17.2,-8.04492971456827,3.53835886272025,Stromal cell_Hsd11b2 high(Uterus)
X18.2,-8.14375058266506,3.56159190253725,Stromal cell_Hsd11b2 high(Uterus)
X0.135,-8.52658512877317,3.55221142452949,Stromal cell(Mammary-Gland-Involution)
X19.2,-7.95512241193665,3.58650755212398,Stromal cell_Hsd11b2 high(Uterus)
X20.2,-7.73431860326542,3.63382401985886,Stromal cell_Hsd11b2 high(Uterus)
X21.2,-7.91214455720904,3.64102310891573,Stromal cell_Hsd11b2 high(Uterus)
X22.2,-7.94059522751199,3.73651438942207,Stromal cell_Hsd11b2 high(Uterus)
X23.2,-7.99054044867316,3.54108103289046,Stromal cell_Hsd11b2 high(Uterus)
X24.2,-8.17359821877455,3.61107198517744,Stromal cell_Hsd11b2 high(Uterus)
X25.2,-8.01226169178871,3.63663724238523,Stromal cell_Hsd11b2 high(Uterus)
X26.2,-8.15194821233496,3.69204280948022,Stromal cell_Hsd11b2 high(Uterus)
X5.7,-7.31582931153998,3.11230531800883,Muscle cell_Mgp high(Uterus)
X27.2,-7.84601742359377,3.45509026118252,Stromal cell_Hsd11b2 high(Uterus)
X28.2,-8.04671932194348,3.60739704959931,Stromal cell_Hsd11b2 high(Uterus)
X29.2,-7.93568753751191,3.53836258010142,Stromal cell_Hsd11b2 high(Uterus)
X30.2,-8.11516316351497,3.60312418729235,Stromal cell_Hsd11b2 high(Uterus)
X31.2,-7.97989912359804,3.66548868202401,Stromal cell_Hsd11b2 high(Uterus)
X32.2,-8.10960587453244,3.64948604632679,Stromal cell_Hsd11b2 high(Uterus)
X33.2,-8.09381510327074,3.64803846719512,Stromal cell_Hsd11b2 high(Uterus)
X34.2,-7.91748092831906,3.72588841832033,Stromal cell_Hsd11b2 high(Uterus)
X35.2,-7.87429019862971,3.57987847442144,Stromal cell_Hsd11b2 high(Uterus)
X36.2,-8.08364920740584,3.62682902551222,Stromal cell_Hsd11b2 high(Uterus)
X37.2,-8.02525298782398,3.67492293414987,Stromal cell_Hsd11b2 high(Uterus)
X38.2,-8.08080702777345,3.54836797371709,Stromal cell_Hsd11b2 high(Uterus)
X39.2,-7.94422739123407,3.6918663336835,Stromal cell_Hsd11b2 high(Uterus)
X40.2,-8.05538146660647,3.55377584624183,Stromal cell_Hsd11b2 high(Uterus)
X41.2,-8.02664854714509,3.63965045151872,Stromal cell_Hsd11b2 high(Uterus)
X42.2,-8.03294608979388,3.63113235256348,Stromal cell_Hsd11b2 high(Uterus)
X43.2,-8.14431270794998,3.57487084803407,Stromal cell_Hsd11b2 high(Uterus)
X44.2,-8.1462326899435,3.73894362898911,Stromal cell_Hsd11b2 high(Uterus)
X47.3,-8.08410336287345,3.66170646481865,Stromal cell_Has1 high(Uterus)
X45.2,-7.8819555411486,3.47735705040212,Stromal cell_Hsd11b2 high(Uterus)
X46.2,-8.03848638836351,3.58574540096502,Stromal cell_Hsd11b2 high(Uterus)
X47.2,-8.15995722346148,3.63560025586021,Stromal cell_Hsd11b2 high(Uterus)
X42.134,-8.44515402527478,3.63014616633476,Stromal cell(Mammary-Gland-Involution)
X48.2,-8.05790607168843,3.7037576292305,Stromal cell_Hsd11b2 high(Uterus)
X49.2,-8.03086898465429,3.59121806777269,Stromal cell_Hsd11b2 high(Uterus)
X1.3,-8.21196882232374,3.69642046883204,Stromal cell_Has1 high(Uterus)
