a,TSNE_1,TSNE_2,X
X0.97,-6.91229955296427,-3.91618241580514,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)
X1.57,-7.07795682865904,-3.89445501355724, cell(Pancreas)
X2.57,-7.01886528137019,-3.89245675817885, cell(Pancreas)
X5.57,-6.70677407781155,-3.91036541029449, cell(Pancreas)
X0.2,-6.49217103711688,-3.77953832546653,Endothelial cell_Tm4sf1 high(Uterus)
X27.57,-6.55567613397976,-3.84322423589061, cell(Pancreas)
X0.39,-6.45757891415756,-4.48974959216123,Columnar epithelium(Small-Intestine)
X0.51,-6.74077359786385,-2.91254064951291,B cell_Vpreb3 high(Peripheral_Blood)
X0.71,-6.64863180082409,-3.93369206553532,Small luteal cell(Ovary)
X28.57,-7.03595539439484,-3.91830000350622, cell(Pancreas)
X0.58,-6.73238799370642,-4.57297698572908, cell(Pancreas)
X34.57,-6.86418748877609,-4.1927198907158, cell(Pancreas)
X36.57,-6.56767722717179,-3.9679193908156, cell(Pancreas)
X38.57,-7.00657617852827,-3.88597229206398, cell(Pancreas)
X47.57,-6.41199258703703,-3.85204107539321, cell(Pancreas)
X4.58,-5.69104935369198,-4.41915666694361,Stromal cell_Smoc2 high(Pancreas)
X0.15,-5.54974070084035,-4.74155278961245,T cell_Ms4a4b high(Thymus)
X0.13,-5.82499845277119,-0.979469488788278,B cell(Thymus)
X40.59,-5.88400360070392,-0.983617809818134,Ductal cell(Pancreas)
X0.19,-6.24905485861755,-5.25017507076246,Spermatocyte_Slc2a3 high(Testis)
X2.60,-6.0932640046121,-5.44289684449864,Macrophage(Pancreas)
X19.61,-5.37532351676395,-4.80269460706421,Stromal cell_Fn1 high(Pancreas)
X0.24,6.56250769994341,-3.70187801333655,Spermatogonia_1700001P01Rik high(Testis)
X39.75,6.54305603041914,-3.67186831879547,Adipocyte(Neonatal-Skin)
X1.106,6.67755562422964,-1.3023192477111,Neutrophil (Bone_Marrow_Mesenchyme)
X22.109,4.89415717489879,-0.491595882721194,B cell(Bone_Marrow_Mesenchyme)
X18.115,-5.64385579123487,-4.91863533940188,Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X19.115,-5.60911721123435,-4.70307118479485,Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X0.3,-6.60121351626765,-4.74720069391556,Stromal cell_Hsd11b2 high(Uterus)
X29.115,-6.21648167007707,-4.56239974143836,Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)
X0.34,-6.61814167591117,-4.7097754792349,Marginal zone B cell(Spleen)
X0.64,-6.32864623731667,-4.8108145491699,luteal cells(Ovary)
X0.85,-7.09699271866201,-2.59023944220212,Cartilage cell_Clu high(Neonatal-Rib)
X0.86,-6.10218611512404,-4.60261486352569,Cartilage cell_Ppa1 high(Neonatal-Rib)
X22.119,-5.10833965567787,-4.99337151195015,Stromal cell_Pi16 high(Mammary-Gland-Virgin)
X17.122,6.93763555738985,-3.36298276365679,T cell_Ly6c2 high(Mammary-Gland-Virgin)
X9.123,-5.62548889541714,-4.81222807287883,Stromal cell(Mammary-Gland-Pregrancy)
X0.79,-8.95867596390427,1.32836919315584,Cartilage cell_Prg4 high(Neonatal-Rib)
X14.125,-9.04317867910172,1.52952704146007,Secretory alveoli cell(Mammary-Gland-Pregrancy)
X23.125,-9.00709498352734,1.45479442460847,Secretory alveoli cell(Mammary-Gland-Pregrancy)
X36.125,-9.02400048270289,1.46893587486256,Secretory alveoli cell(Mammary-Gland-Pregrancy)
X4.136,6.47499412360951,-3.77482555179389,AT2 Cell(Lung)
X12.136,-6.94028645336061,-3.96942512694093,AT2 Cell(Lung)
X48.136,-6.88702957040013,-3.98031099233986,AT2 Cell(Lung)
X0.81,-6.19504560143594,-4.83099738595803,Cartilage cell_Cxcl14 high(Neonatal-Rib)
X8.139,-6.23289284344317,-4.96249909204438,Kuppfer cell(Liver)
X11.139,-6.20521134109532,-4.9463234386787,Kuppfer cell(Liver)
X13.139,-6.70699810791608,-4.90903599058417,Kuppfer cell(Liver)
X18.139,-6.5884289372835,-4.78047841791335,Kuppfer cell(Liver)
X0.73,-6.52945175554027,-4.61894911652981,Thecal cell(Ovary)
X31.139,-6.6790596407887,-4.47235451250833,Kuppfer cell(Liver)
X0.6,-6.85661817757302,-4.63442267305231,Macrophage(Uterus)
X0.43,-6.70370634273667,-4.48457944153954,Stromal cell(Placenta)
X0.65,-6.67344294079794,-4.49145932149893,Cumulus cell_Ube2c high(Ovary)
X34.139,-6.36120738908212,-5.30784112401357,Kuppfer cell(Liver)
X39.139,-6.6067183325296,-4.89832323240056,Kuppfer cell(Liver)
X43.139,-6.80895028175585,-4.82242487290175,Kuppfer cell(Liver)
X46.139,-6.66933788093195,-4.51611565973573,Kuppfer cell(Liver)
X4.140,-6.70205139493108,-4.6996992205648,Dendritic cell_Cst3 high(Liver)
X41.140,-6.34476532335167,-5.30290424860896,Dendritic cell_Cst3 high(Liver)
X2.141,-5.78839226886465,-4.51500133325574,Endothelial cell(Liver)
X3.141,-6.50713430480245,-4.59717751360795,Endothelial cell(Liver)
X9.141,-6.48164174185046,-4.41084834205928,Endothelial cell(Liver)
X10.141,-6.23939377592085,-4.69965676068085,Endothelial cell(Liver)
X11.141,-6.5503892724103,-4.76788084842106,Endothelial cell(Liver)
X12.141,-6.07862543660036,-4.80795253635446,Endothelial cell(Liver)
X17.141,-6.56389065547114,-4.54442500709933,Endothelial cell(Liver)
X19.141,-6.66524859792792,-4.7144638282487,Endothelial cell(Liver)
X20.141,-6.19019034141623,-4.91156222599527,Endothelial cell(Liver)
X21.141,-6.4542233831382,-4.64191805349298,Endothelial cell(Liver)
X27.141,-6.23643687521231,-4.93820621931441,Endothelial cell(Liver)
X28.141,-5.98927771060836,-4.54122705457651,Endothelial cell(Liver)
X29.141,-6.13434704340261,-4.68291712322134,Endothelial cell(Liver)
X30.141,-6.11898339222281,-4.36195985487577,Endothelial cell(Liver)
X32.141,-6.05187907911118,-4.45284770841227,Endothelial cell(Liver)
X33.141,-6.25755584561409,-5.07292708626657,Endothelial cell(Liver)
X35.141,-6.11940774707628,-4.58187903145394,Endothelial cell(Liver)
X41.141,-6.12177939211562,-5.25595650904078,Endothelial cell(Liver)
X43.141,-6.32557297992541,-4.25389844993408,Endothelial cell(Liver)
X42.154,4.61339072568934,-0.27828868533739,Acinar cell_Spp1 high(Fetal_Stomache)
X0.7,-6.98899893568285,-2.39065116576517,NK cell(Uterus)
X1.186,-6.81231114048101,-2.66824448053784,Myelinating oligodendrocyte(Brain)
X0.21,-6.98836887819319,-2.64564088097125,Spermatocyte_Mesp1 high(Testis)
X0.44,-6.73002342299687,-2.48947372883956,Progenitor trophoblast_Gjb3 high(Placenta)
X0.57,-6.89005350515155,-2.59319792190325,Endothelial cell_Fabp4 high(Pancreas)
X0.60,-6.77690562565261,-2.37496404881601,Ductal cell(Pancreas)
X0.63,-6.87904506732696,-2.54269947873734,Stroma cell (Ovary)
X0.70,-6.71265115115841,-2.56286625793152,Granulosa cell_Kctd14 high(Ovary)
X0.84,-6.76255474754302,-2.45427576963435,Erythroblast_Hba-a1 high(Neonatal-Rib)
X0.87,-6.70608515168359,-2.42303026215505,Stromal cell_Tnmd high(Neonatal-Rib)
X0.96,-6.9437257112626,-2.48988964261506,Stromal cell_Fmod high(Neonatal-Heart)
X2.186,-6.75696805463467,-2.55855565558946,Myelinating oligodendrocyte(Brain)
X4.186,-6.96390670647189,-2.71800271386961,Myelinating oligodendrocyte(Brain)
X9.186,-7.14022266099579,-2.47049439812896,Myelinating oligodendrocyte(Brain)
X10.186,-6.8443785842148,-2.63373904772399,Myelinating oligodendrocyte(Brain)
X12.186,-6.74116325589536,-2.84809891190962,Myelinating oligodendrocyte(Brain)
X13.186,-6.87523755520209,-2.67245666976413,Myelinating oligodendrocyte(Brain)
X15.186,-6.67026022986784,-2.55058327092325,Myelinating oligodendrocyte(Brain)
X17.186,-7.11941565709863,-2.43794973712051,Myelinating oligodendrocyte(Brain)
X18.186,-6.76397384183034,-2.31016364220976,Myelinating oligodendrocyte(Brain)
X21.186,-6.92383850378974,-2.35124182681947,Myelinating oligodendrocyte(Brain)
X0.75,-6.92006330183128,-2.13043973946575,Osteoblast_Dlk1 high(Neonatal-Skin)
X0.83,-7.17340102413556,-2.17711857263793,Cartilage cell_Col2a1 high(Neonatal-Rib)
X22.186,-6.84502791472073,-2.45601634765891,Myelinating oligodendrocyte(Brain)
X23.186,-7.03327943855015,-2.48197795236541,Myelinating oligodendrocyte(Brain)
X24.186,-6.67296747571921,-2.36598364298497,Myelinating oligodendrocyte(Brain)
X26.186,-7.27977147149363,-2.54171227898221,Myelinating oligodendrocyte(Brain)
X30.186,-6.77407054772697,-4.65193627376946,Myelinating oligodendrocyte(Brain)
X36.186,-6.94535806958632,-2.65050319030313,Myelinating oligodendrocyte(Brain)
X46.186,-6.77310482871588,-2.60704414393446,Myelinating oligodendrocyte(Brain)
X47.186,-6.8823016415153,-2.3566724771213,Myelinating oligodendrocyte(Brain)
X24.187,-6.32597944463808,-5.45874840647513,Microglia(Brain)
X26.187,-6.30527276561474,-5.47960094611724,Microglia(Brain)
X42.187,-6.67577817029582,-4.86803852356169,Microglia(Brain)
X16.193,4.63718172046482,-0.624914079273013,Erythrocyte progenitor_Car1 high(Bone-Marrow_c-kit)
X0,-6.36247517659714,-3.07749986929793,GM_human
X0.55,-6.1314984316362,-2.9636445231611,Neutrophil_Camp high(Peripheral_Blood)
X0.1,-1.94237333450198,-5.09440863612172,Stromal cell_Ccl11 high(Uterus)
X0.53,3.48530866034627,-3.56298128961055,Monocyte_F13a1 high(Peripheral_Blood)
X0.62,-5.16449125203006,-4.29244113974532,Stromal cell_Fn1 high(Pancreas)
X0.68,-0.163352831588403,-2.07312496464867,Cumulus cell_Car14 high(Ovary)
X0.33,7.34360091479802,-3.6713612795452,T cell(Spleen)
X0.45,-6.62686160072493,-3.36245528630538,PE lineage cell_Gkn2 high(Placenta)
X0.5,-6.03382942467376,-3.05912784541071,Glandular epithelium_Sprr2f high(Uterus)
X0.66,-1.12855696235752,-2.35958545006008,Cumulus cell_Nupr1 high(Ovary)
X0.82,6.10116686857266,-6.34343248369867,Neutrophil(Neonatal-Rib)
X0.46,1.41913526980319,1.29123912966829,Spiral artery trophoblast giant cells(Placenta)
X0.38,-4.60178434296747,-2.75070808817192,T cell_Cd7 high(Small-Intestine)
X0.54,-4.65452360282525,-9.19937271009041,Macrophage_S100a4 high(Peripheral_Blood)
X0.12,-3.51735423958004,-7.24604396526402,MEF(Trophoblast-Stem-Cell)
X0.17,5.53226432283144,1.81807892133219,Spermatocyte_1700001F09Rik high(Testis)
X0.8,-1.94656803420811,-4.78374027497143,Muscle cell_Mgp high(Uterus)
X0.10,1.86554314491713,2.98927653585274,TS_Mrpl12_high(Trophoblast-Stem-Cell)
X0.42,-3.89896458845059,-8.89331240489942,Macrophage_Spp1 high(Placenta)
X0.11,2.19746700897004,3.13130222364864,TS_Rps28_high(Trophoblast-Stem-Cell)
X0.29,2.97031532514128,11.8911051624991,Antral mucous cell (Stomach)
X0.49,1.87770036535889,2.63711910589476,Spongiotrophoblast_Phlda2 high(Placenta)
X0.14,6.29765892254069,-3.04016796649106,Proliferating thymocyte(Thymus)
X0.76,3.88472371229259,8.63450919288068,Adipocyte(Neonatal-Skin)
X0.16,6.46442363440405,-3.30462124123863,DPT cell(Thymus)
X0.18,3.50234761961924,-0.882137171003838,Spermatocyte_Calm2 high(Testis)
X0.92,-3.07775644936394,-0.692092655410798,Endothelial cell_Igfbp5 high(Neonatal-Heart)
X0.20,4.03343852599987,-0.238761525053075,Spermatids_Tnp1 high(Testis)
X0.95,-2.78770292130178,-0.981813050283938,Vascular endothelial cell(Neonatal-Heart)
X0.22,-4.37504174698887,11.8805827188077,Spermatids_Cst13 high(Testis)
X0.23,4.10844951803368,-6.19854012876021,Elongating spermatid(Testis)
X0.26,2.03174447403019,13.3246231901638,Stomach cell_Gkn2 high(Stomach)
X0.28,1.78830217277937,13.1366812210513,Pit cell_Ifrd1 high(Stomach)
X0.77,4.03327350064603,8.9420576840827,Brown adipose tissue_Cidea high(Neonatal-Skin)
X0.30,1.89749096631849,13.5369745053108,Stomach cell_Muc5ac high(Stomach)
X0.74,-3.16841942048002,1.22649384436589,Osteoblast_Ppic high(Neonatal-Skin)
X0.31,2.05141243261597,12.5597801075209,Stomach cell_Mt2 high(Stomach)
X0.32,4.08449901059614,12.4506414472114,Parietal cell (Stomach)
X0.93,-4.45076985372313,1.76035177214521,Stromal cell_Col3a1 high(Neonatal-Heart)
X0.40,-8.28001850344731,-6.8513528688535,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine)
X0.48,1.34888728905353,0.518989850448962,Invasive spongiotrophoblast(Placenta)
X0.56,4.17644952025744,-3.82800255738553,Monocyte_Elane high(Peripheral_Blood)
X0.67,-0.812772895621613,-2.28538806371362,Granulosa cell_Inhba high(Ovary)
X0.72,-1.35988451337676,-2.75021941936141,Large luteal cell(Ovary)
X0.78,-4.07000539364868,0.733710977621219,Stromal cell_Gas6 high(Neonatal-Skin)
X0.88,-4.36133477374663,0.878078660409168,Epithelial cell(Neonatal-Muscle)
X0.91,-1.57629764717981,1.73763259861479,Muscle cell_Myl9 high(Neonatal-Muscle)
X0.98,-8.39226357276803,0.422265620258149,Dividng cell(Neonatal-Calvaria)
X0.99,-8.826161078633,-0.288774806259215,Osteoblast (Neonatal-Calvaria)
X36.3,-1.80450789940805,-5.54913970227281,Stromal cell_Has1 high(Uterus)
X42.7,-1.82496513776587,-5.46660012212483,Muscle cell_Mgp high(Uterus)
X37.8,-1.7685806759947,-5.39493317727628,Stromal cell_Cxcl14 high(Uterus)
X45.134,-1.87822068024718,-5.60145139083787,Stromal cell(Mammary-Gland-Involution)
X46.134,-1.8889634665188,-5.52348932384398,Stromal cell(Mammary-Gland-Involution)
X1,-1.85007291737536,-5.48674882194285,Stromal cell_Ccl11 high(Uterus)
X15.134,-1.89632516410804,-5.58551947334864,Stromal cell(Mammary-Gland-Involution)
X47.7,-1.87103344066395,-5.38504399184538,Muscle cell_Mgp high(Uterus)
X2,-1.87597635676438,-5.54198177477755,Stromal cell_Ccl11 high(Uterus)
X15.123,-1.96426277732252,-5.53278654780346,Stromal cell(Mammary-Gland-Pregrancy)
X3,-1.742178809683,-5.46686848604735,Stromal cell_Ccl11 high(Uterus)
X4,-1.76244275732191,-5.49396073077699,Stromal cell_Ccl11 high(Uterus)
X5,-1.89948252363973,-5.49617222947844,Stromal cell_Ccl11 high(Uterus)
X6,-1.91181071086723,-5.29041554732134,Stromal cell_Ccl11 high(Uterus)
X11.7,-1.91743969382124,-5.42604587663721,Muscle cell_Mgp high(Uterus)
X7,-1.86895843150431,-5.55660270061529,Stromal cell_Ccl11 high(Uterus)
X8,-1.7577766755095,-5.44424865059591,Stromal cell_Ccl11 high(Uterus)
X22.3,-1.84269696850332,-5.63033100189685,Stromal cell_Has1 high(Uterus)
X9,-1.8010414653763,-5.6091398743565,Stromal cell_Ccl11 high(Uterus)
X10,-1.81332299030289,-5.55726258435343,Stromal cell_Ccl11 high(Uterus)
X11,-1.96388707383509,-5.62104749524997,Stromal cell_Ccl11 high(Uterus)
X45.131,-2.30485770891169,-5.64793306443304,Muscle cell_Pi16 high(Mammary-Gland-Involution)
X10.134,-2.19009209918234,-5.69466001763936,Stromal cell(Mammary-Gland-Involution)
X12,-1.81075247738253,-5.62244315289605,Stromal cell_Ccl11 high(Uterus)
X13,-1.74197394695197,-5.59145422825008,Stromal cell_Ccl11 high(Uterus)
X14,-1.92011123550491,-5.62092129459467,Stromal cell_Ccl11 high(Uterus)
X9.134,-2.24377056063145,-5.64260369364007,Stromal cell(Mammary-Gland-Involution)
X15,-1.78478906184226,-5.60319631406359,Stromal cell_Ccl11 high(Uterus)
X16,-1.8900315075759,-5.63958359066827,Stromal cell_Ccl11 high(Uterus)
X17,-1.76060814605756,-5.37532054077572,Stromal cell_Ccl11 high(Uterus)
X18,-1.77000046601813,-5.48283843983205,Stromal cell_Ccl11 high(Uterus)
X19,-1.84725621476781,-5.5703451927795,Stromal cell_Ccl11 high(Uterus)
X20,-1.86411856916911,-5.50198748558064,Stromal cell_Ccl11 high(Uterus)
X21,-1.95991715203081,-5.71901696389485,Stromal cell_Ccl11 high(Uterus)
X22,-1.73498345250524,-5.60937323418301,Stromal cell_Ccl11 high(Uterus)
X23,-1.8419173728515,-5.45604281690101,Stromal cell_Ccl11 high(Uterus)
X8.134,-2.17561853909526,-5.72162731944628,Stromal cell(Mammary-Gland-Involution)
X24,-2.04460529952828,-5.65443819742434,Stromal cell_Ccl11 high(Uterus)
X25,-1.77905928112113,-5.51815824771391,Stromal cell_Ccl11 high(Uterus)
X26,-1.80214913933515,-5.51943534090478,Stromal cell_Ccl11 high(Uterus)
X27,-1.85166798723203,-5.52939120431541,Stromal cell_Ccl11 high(Uterus)
X28,-1.82157131214862,-5.59211165313058,Stromal cell_Ccl11 high(Uterus)
X29,-1.87774741715217,-5.70805387746182,Stromal cell_Ccl11 high(Uterus)
X30,-1.79773174285321,-5.64172235522256,Stromal cell_Ccl11 high(Uterus)
X31,-1.75333895461449,-5.47965384851491,Stromal cell_Ccl11 high(Uterus)
X32,-1.74381378775091,-5.60011141575362,Stromal cell_Ccl11 high(Uterus)
X33,-1.86486162720077,-5.54747326593669,Stromal cell_Ccl11 high(Uterus)
X34,-1.80637397527817,-5.556457155283,Stromal cell_Ccl11 high(Uterus)
X35,-1.83561425634499,-5.36330810460387,Stromal cell_Ccl11 high(Uterus)
X36,-1.83585284028088,-5.57286630667297,Stromal cell_Ccl11 high(Uterus)
X37,-1.7922735259466,-5.48493694719662,Stromal cell_Ccl11 high(Uterus)
X38,-1.82731643670805,-5.47143258006857,Stromal cell_Ccl11 high(Uterus)
X20.3,-1.82313959292951,-5.62604323551804,Stromal cell_Has1 high(Uterus)
X39,-1.74801359082338,-5.58749359990903,Stromal cell_Ccl11 high(Uterus)
X40,-1.7775884659209,-5.5898254280272,Stromal cell_Ccl11 high(Uterus)
X41,-1.85559841855827,-5.4665864623628,Stromal cell_Ccl11 high(Uterus)
X42,-1.78109288609878,-5.5756357637628,Stromal cell_Ccl11 high(Uterus)
X43,-1.83719457499771,-5.53481004663525,Stromal cell_Ccl11 high(Uterus)
X44,-1.72178907910629,-5.52077508978642,Stromal cell_Ccl11 high(Uterus)
X45,-1.81592432890849,-5.56748596582773,Stromal cell_Ccl11 high(Uterus)
X46,-1.88704960354042,-5.38190789301664,Stromal cell_Ccl11 high(Uterus)
X47,-1.87706473223028,-5.48715801214527,Stromal cell_Ccl11 high(Uterus)
X48,-1.74972904070622,-5.61863034806426,Stromal cell_Ccl11 high(Uterus)
X2.3,-1.82659899974674,-5.63228333700928,Stromal cell_Has1 high(Uterus)
X49,-1.72638247492641,-5.67402542528369,Stromal cell_Ccl11 high(Uterus)
X13.1,-3.95237839244716,-1.49459669541192,Endothelial cell_Tm4sf1 high(Uterus)
X17.1,-4.04253710229157,-1.89738780214928,Endothelial cell_Tm4sf1 high(Uterus)
X29.1,-4.06894982210025,-1.53341342744358,Endothelial cell_Tm4sf1 high(Uterus)
X41.1,-4.14543699453842,-1.86122821841388,Endothelial cell_Tm4sf1 high(Uterus)
X27.56,-5.69960271750427,-3.58684382432326,Endothelial cell_Fabp4 high(Pancreas)
X7.1,-3.96499633197633,-1.17284520056565,Endothelial cell_Tm4sf1 high(Uterus)
X1.1,-3.98476377755385,-1.44269686487352,Endothelial cell_Tm4sf1 high(Uterus)
X9.1,-4.02923033371673,-1.43966731445752,Endothelial cell_Tm4sf1 high(Uterus)
X18.1,-4.00720522597911,-1.38281644239831,Endothelial cell_Tm4sf1 high(Uterus)
X19.1,-3.96298195083066,-1.4493407315906,Endothelial cell_Tm4sf1 high(Uterus)
X39.7,-3.78224315769755,-0.292638443086308,Muscle cell_Mgp high(Uterus)
X2.1,-3.80196847732516,0.144333147917802,Endothelial cell_Tm4sf1 high(Uterus)
X9.8,-2.06817547208383,-4.18826323290808,Stromal cell_Cxcl14 high(Uterus)
X25.74,-4.10042746046215,0.691957820916262,Osteoblast_Dlk1 high(Neonatal-Skin)
X39.77,-4.09129642927123,0.834257708297759,Stromal cell_Gas6 high(Neonatal-Skin)
X47.89,-3.81852661171728,0.84536079271642,Stromal cell_Ndn high(Neonatal-Muscle)
X3.1,-4.04882261567037,-1.51435642302264,Endothelial cell_Tm4sf1 high(Uterus)
X20.1,-3.94760231860764,-1.65517020304438,Endothelial cell_Tm4sf1 high(Uterus)
X4.1,-3.97575540636946,-1.16644412118533,Endothelial cell_Tm4sf1 high(Uterus)
X14.1,-3.97393938416039,-1.13596002168026,Endothelial cell_Tm4sf1 high(Uterus)
X28.1,-3.97654650638316,-1.23591679110074,Endothelial cell_Tm4sf1 high(Uterus)
X43.1,-3.96327337356383,-1.19219956236769,Endothelial cell_Tm4sf1 high(Uterus)
X47.1,-3.96737626236127,-1.17730844277452,Endothelial cell_Tm4sf1 high(Uterus)
X5.1,-3.96992198819616,-1.15667803143598,Endothelial cell_Tm4sf1 high(Uterus)
X49.1,-3.92567463622899,-1.1963466349733,Endothelial cell_Tm4sf1 high(Uterus)
X10.1,-3.94337269840878,-1.21572305587526,Endothelial cell_Tm4sf1 high(Uterus)
X6.1,-3.93634868022392,-1.17445504870704,Endothelial cell_Tm4sf1 high(Uterus)
X33.1,-3.90837753813607,-1.18279139551397,Endothelial cell_Tm4sf1 high(Uterus)
X37.1,-3.9556361027044,-1.12751485386104,Endothelial cell_Tm4sf1 high(Uterus)
X24.1,-3.98584051902517,-1.21717779145657,Endothelial cell_Tm4sf1 high(Uterus)
X40.1,-4.01308551120273,-1.38202142762634,Endothelial cell_Tm4sf1 high(Uterus)
X8.1,-3.7620687392921,-1.4612635746528,Endothelial cell_Tm4sf1 high(Uterus)
X26.1,-3.80314296513033,-1.40524086678554,Endothelial cell_Tm4sf1 high(Uterus)
X15.68,-3.70371256957006,-1.54514308871537,Ovarian vascular surface endothelium cell(Ovary)
X35.68,-3.84113177719512,-1.52288587507114,Ovarian vascular surface endothelium cell(Ovary)
X40.68,-3.66468624738759,-1.59669860886241,Ovarian vascular surface endothelium cell(Ovary)
X42.1,-3.87023646398424,-1.46319775207928,Endothelial cell_Tm4sf1 high(Uterus)
X21.62,-1.65613508853779,0.775381413426118,Stroma cell (Ovary)
X11.1,-1.50819639667266,0.763594724594301,Endothelial cell_Tm4sf1 high(Uterus)
X24.90,-1.59002643862299,0.877946870707754,Muscle cell_Myl9 high(Neonatal-Muscle)
X33.90,-1.59612750137279,0.833483443389296,Muscle cell_Myl9 high(Neonatal-Muscle)
X40.90,-1.61400272601606,0.890668951427044,Muscle cell_Myl9 high(Neonatal-Muscle)
X30.200,-1.33090161988201,0.708826522515201,Smooth muscle cell(Bladder)
X12.1,-3.65780934341344,-1.56084036834214,Endothelial cell_Tm4sf1 high(Uterus)
X48.1,-3.84885443565505,-1.67455636514697,Endothelial cell_Tm4sf1 high(Uterus)
X5.68,-3.57756124754896,-1.54457175085655,Ovarian vascular surface endothelium cell(Ovary)
X31.1,-3.89098647326825,-1.48097732539856,Endothelial cell_Tm4sf1 high(Uterus)
X16.1,-3.81319581787762,-1.58318855138477,Endothelial cell_Tm4sf1 high(Uterus)
X21.56,-4.8842610139791,-2.83683689074818,Endothelial cell_Fabp4 high(Pancreas)
X32.56,-5.54148018115629,-3.69229916542042,Endothelial cell_Fabp4 high(Pancreas)
X32.1,-4.02713000317463,-1.77936379573356,Endothelial cell_Tm4sf1 high(Uterus)
X21.1,-3.6295244985538,-1.08014852150904,Endothelial cell_Tm4sf1 high(Uterus)
X36.1,-3.70800392993939,-1.01806201660742,Endothelial cell_Tm4sf1 high(Uterus)
X45.1,-3.723267543568,-1.38296881312705,Endothelial cell_Tm4sf1 high(Uterus)
X22.1,-3.74575330222118,-0.990395974594131,Endothelial cell_Tm4sf1 high(Uterus)
X25.1,-3.56216731495,-0.654076655773641,Endothelial cell_Tm4sf1 high(Uterus)
X38.1,-3.91645399348491,-1.1299755877421,Endothelial cell_Tm4sf1 high(Uterus)
X23.1,-4.05765628948052,-1.67503135653929,Endothelial cell_Tm4sf1 high(Uterus)
X12.91,-3.16261399593813,-0.608218448890096,Endothelial cell_Igfbp5 high(Neonatal-Heart)
X27.1,-3.83502734267294,-1.51751911851297,Endothelial cell_Tm4sf1 high(Uterus)
X44.1,-3.75866020727404,-1.45013742256598,Endothelial cell_Tm4sf1 high(Uterus)
X39.1,-3.94880811541147,-1.3548113113294,Endothelial cell_Tm4sf1 high(Uterus)
